filename,RawCellIntDen,RawCellMean,CellVolume_um3,ItemName,ExtracellularBackground,RawMitoIntDen,RawMitoMean,MitoVolume_um3,CellIntDenCorr,MitoIntDenCorr,FractionInMito,MitoMeanCorr,MitoThresh,Temp
GTY027 36C 3 04 m-35.csv,182000000,818.92,264.6,GTY027 36C 3,663.25,9431183.16,975.5066340124711,11.5146,34593333.33333332,3019660.9036701093,0.08729025545394423,312.25663401247107,-35,36
GTY027 36C 3 04 m-50.csv,182000000,818.92,264.6,GTY027 36C 3,663.25,13039893.61,934.828861920757,16.6122,34593333.33333332,3788966.465104561,0.10952880511961541,271.57886192075705,-50,36
GTY027 36C 3 05 m-25.csv,277000000,854.97,385.62,GTY027 36C 3,663.25,15086384.19,1073.533073447408,16.7317,62090422.776518025,5765292.097085745,0.09285316219921312,410.283073447408,-25,36
GTY027 36C 3 05 m-35.csv,277000000,854.97,385.62,GTY027 36C 3,663.25,17598898.95,1059.8507650947643,19.7701,62090422.776518025,6585064.908037288,0.10605604880061621,396.60076509476426,-35,36
GTY027 36C 3 05 m-50.csv,277000000,854.97,385.62,GTY027 36C 3,663.25,23269262.46,1041.4571207651402,26.6095,62090422.776518025,8452089.006466782,0.1361254864842582,378.2071207651402,-50,36
GTY027 36C 4 01 m-25.csv,199000000,914.15,258.62,GTY027 36C 4,650.61,9385993.76,1415.045037374889,7.893000000000001,57240879.1467204,5067343.369446544,0.08852665166895635,764.435037374889,-25,36
GTY027 36C 4 01 m-35.csv,199000000,914.15,258.62,GTY027 36C 4,650.61,10741986.5,1387.5075211450878,9.222,57240879.1467204,5707288.939279415,0.09970652135950661,736.8975211450878,-35,36
GTY027 36C 4 01 m-50.csv,199000000,914.15,258.62,GTY027 36C 4,650.61,13867149.59,1335.304387600786,12.3653,57240879.1467204,7110482.498530274,0.12422035797711306,684.694387600786,-50,36
GTY027 36C 4 02 m-25.csv,261000000,878.41,354.09,GTY027 36C 4,650.61,14234153.74,1339.937714941074,12.643,67743093.97833204,7319367.011001931,0.10804595097683412,689.3277149410741,-25,36
GTY027 36C 4 02 m-35.csv,261000000,878.41,354.09,GTY027 36C 4,650.61,16191158.7,1313.257180796731,14.685,67743093.97833204,8172481.607457794,0.12063933203393105,662.647180796731,-35,36
GTY027 36C 4 02 m-50.csv,261000000,878.41,354.09,GTY027 36C 4,650.61,20737838.52,1263.501748585229,19.5438,67743093.97833204,10059825.107919712,0.14849964058531775,612.891748585229,-50,36
GTY027 36C 4 03 m-25.csv,156000000,880.09,210.74,GTY027 36C 4,650.61,4504329.26,1525.9557441609365,3.5194,40615281.095154114,2587294.7106743935,0.06370249425611112,875.3457441609365,-25,36
GTY027 36C 4 03 m-35.csv,156000000,880.09,210.74,GTY027 36C 4,650.61,5178570.04,1490.7641294109123,4.1403,40615281.095154114,2921382.4993701186,0.07192816153422299,840.1541294109123,-35,36
GTY027 36C 4 03 m-50.csv,156000000,880.09,210.74,GTY027 36C 4,650.61,6824761.27,1406.1510338264557,5.7795,40615281.095154114,3667296.048542874,0.09029350406195824,755.5410338264556,-50,36
GTY027 36C 4 04 m-25.csv,172000000,867.17,236.67,GTY027 36C 4,650.61,5122944.65,1411.2763046851478,4.3179,43044641.97530863,2758445.4833291336,0.06408336454305834,760.6663046851478,-25,36
GTY027 36C 4 04 m-35.csv,172000000,867.17,236.67,GTY027 36C 4,650.61,5893069.69,1396.4528869676083,5.0198,43044641.97530863,3144353.84563702,0.07304866997013687,745.8428869676083,-35,36
GTY027 36C 4 04 m-50.csv,172000000,867.17,236.67,GTY027 36C 4,650.61,7465436.37,1369.5543369650647,6.4891,43044641.97530863,3918116.8195179314,0.09102449549389796,718.9443369650647,-50,36
GTY027 36C 4 05 m-25.csv,196000000,894.43,261,GTY027 36C 4,650.61,5915573.41,1521.7139256377002,4.6259999999999994,53445049.130763404,3384334.22356597,0.06332362451918713,871.1039256377002,-25,36
GTY027 36C 4 05 m-35.csv,196000000,894.43,261,GTY027 36C 4,650.61,6828248.4399999995,1502.189482917821,5.415,53445049.130763404,3872766.3559250864,0.07246258388592051,851.5794829178209,-35,36
GTY027 36C 4 05 m-50.csv,196000000,894.43,261,GTY027 36C 4,650.61,8801039.9,1432.203361683508,7.3133,53445049.130763404,4800559.949609473,0.08982235076375357,781.5933616835081,-50,36
GTY027 36C 4 06 m-25.csv,212000000,914.44,275.68,GTY027 36C 4,650.61,6634939.4,1562.7167898794228,5.059,61083945.91416815,3875323.96909381,0.06344259381244305,912.1067898794228,-25,36
GTY027 36C 4 06 m-35.csv,212000000,914.44,275.68,GTY027 36C 4,650.61,7420685.4399999995,1531.3067611350075,5.7656,61083945.91416815,4264504.27983539,0.06981383104863004,880.6967611350075,-35,36
GTY027 36C 4 06 m-50.csv,212000000,914.44,275.68,GTY027 36C 4,650.61,8992642.52,1467.2542381865496,7.301,61083945.91416815,5007407.057193247,0.08197582821891343,816.6442381865496,-50,36
GTY027 36C 4 07 m-25.csv,129000000,925.26,166.46,GTY027 36C 4,650.61,10340095.04,1398.4523069326037,8.8091,38396102.292768955,5532726.686822877,0.14409605028750125,747.8423069326037,-25,36
GTY027 36C 4 07 m-35.csv,129000000,925.26,166.46,GTY027 36C 4,650.61,12337296.75,1367.9184870608176,10.7387,38396102.292768955,6469270.723104058,0.16848769371891167,717.3084870608176,-35,36
GTY027 36C 4 07 m-50.csv,129000000,925.26,166.46,GTY027 36C 4,650.61,16644103.09,1314.6994975414568,15.0699,38396102.292768955,8404940.219198791,0.21890087059127544,664.0894975414568,-50,36
GTY027 36C 4 08 m-25.csv,142000000,929.14,182.53,GTY027 36C 4,650.61,10485060.33,1412.5295773978032,8.831,42697640.79952969,5650887.535063408,0.13234659876396854,761.9195773978032,-25,36
GTY027 36C 4 08 m-35.csv,142000000,929.14,182.53,GTY027 36C 4,650.61,12427897.68,1383.4839137750525,10.6976,42697640.79952969,6584355.404383977,0.15420888089106094,732.8739137750525,-35,36
GTY027 36C 4 08 m-50.csv,142000000,929.14,182.53,GTY027 36C 4,650.61,16586422.25,1325.851154385847,14.8945,42697640.79952969,8446610.711346265,0.1978238271056724,675.2411543858469,-50,36
GTY027 36C 6 01 m-25.csv,169000000,938.99,214.27,GTY027 36C 6,636.74,11632925.06,1171.8399003198565,11.8178,54390784.8324515,5310912.574116066,0.09764360985920881,535.0999003198565,-25,36
GTY027 36C 6 01 m-35.csv,169000000,938.99,214.27,GTY027 36C 6,636.74,13451670.88,1166.7633916083914,13.728000000000002,54390784.8324515,6110826.50541698,0.11235040134539558,530.0233916083914,-35,36
GTY027 36C 6 01 m-50.csv,169000000,938.99,214.27,GTY027 36C 6,636.74,17275300.84,1161.5081165311653,17.712,54390784.8324515,7806074.477198287,0.14351832762194125,524.7681165311653,-50,36
GTY027 36C 6 02 m-25.csv,193000000,925.19,248.22,GTY027 36C 6,636.74,12068123.7,1269.1202009131614,11.3233,60131904.76190476,6013799.218106995,0.10001012344310278,632.3802009131614,-25,36
GTY027 36C 6 02 m-35.csv,193000000,925.19,248.22,GTY027 36C 6,636.74,13662323.51,1255.8546206683645,12.956999999999999,60131904.76190476,6737102.662299487,0.11203873698954618,619.1146206683645,-35,36
GTY027 36C 6 02 m-50.csv,193000000,925.19,248.22,GTY027 36C 6,636.74,16995991.08,1228.2973470873787,16.48,60131904.76190476,8187507.41580583,0.13615912298512192,591.5573470873787,-50,36
GTY027 36C 6 03 m-25.csv,181000000,887.67,243.25,GTY027 36C 6,636.74,13674312.41,1211.6226900758816,13.442,51262889.47677836,6489941.311833375,0.12660116076315328,574.8826900758816,-25,36
GTY027 36C 6 03 m-35.csv,181000000,887.67,243.25,GTY027 36C 6,636.74,16115372.92,1199.4780727409077,16.002,51262889.47677836,7562723.305618546,0.14752822914994665,562.7380727409077,-35,36
GTY027 36C 6 03 m-50.csv,181000000,887.67,243.25,GTY027 36C 6,636.74,21524133.69,1169.028592089055,21.919,51262889.47677836,9798634.122784916,0.19114478763869938,532.2885920890551,-50,36
GTY027 36C 6 04 m-25.csv,193000000,919.2,249.9,GTY027 36C 6,636.74,6639590.46,1245.226513706606,6.3546,59281728.39506174,3247407.7433442497,0.05477923520891749,608.486513706606,-25,36
GTY027 36C 6 04 m-35.csv,193000000,919.2,249.9,GTY027 36C 6,636.74,7612955.36,1238.090471611784,7.3217,59281728.39506174,3697747.3318216167,0.06237583538690557,601.3504716117841,-35,36
GTY027 36C 6 04 m-50.csv,193000000,919.2,249.9,GTY027 36C 6,636.74,9966453.43,1226.648193884513,9.6738,59281728.39506174,4792688.2388510965,0.08084595993746928,589.9081938845129,-50,36
GTY027 36C 6 05 m-25.csv,166000000,908.97,217.42,GTY027 36C 6,636.74,19972448.23,1250.4607034869352,19.0167,49708781.89300412,9801748.972873101,0.1971834472623151,613.7207034869352,-25,36
GTY027 36C 6 05 m-35.csv,166000000,908.97,217.42,GTY027 36C 6,636.74,23878369.5,1218.4071850899745,23.34,49708781.89300412,11401790.627362061,0.22937175672306545,581.6671850899745,-35,36
GTY027 36C 6 05 m-50.csv,166000000,908.97,217.42,GTY027 36C 6,636.74,32643232,1161.8,33.46,49708781.89300412,14754772.486772485,0.2968242617276653,525.06,-50,36
GTY027 36C 8 01 m-25.csv,186000000,771.93,287.5,GTY027 36C 8,650.35,2873887.45,914.0936835639121,3.7442,29356051.06240025,829351.7258755352,0.028251474427287104,263.7436835639121,-25,36
GTY027 36C 8 01 m-35.csv,186000000,771.93,287.5,GTY027 36C 8,650.35,3590047.69,905.2012773173369,4.7177,29356051.06240025,1009752.1382380114,0.03439672918171612,254.8512773173369,-35,36
GTY027 36C 8 01 m-50.csv,186000000,771.93,287.5,GTY027 36C 8,650.35,5497103.51,883.1869264349232,7.422,29356051.06240025,1451344.3083900223,0.04943935767467477,232.83692643492316,-50,36
GTY027 36C 8 02 m-25.csv,190000000,749.37,301.68,GTY027 36C 8,650.35,7438448.06,848.1838716877743,10.4386,25088060.468631893,1734365.2078609224,0.06913109963320736,197.83387168777426,-25,36
GTY027 36C 8 02 m-35.csv,190000000,749.37,301.68,GTY027 36C 8,650.35,9386037.3,846.6426165363399,13.1976,25088060.468631893,2175687.776937935,0.0867220397391118,196.2926165363399,-35,36
GTY027 36C 8 02 m-50.csv,190000000,749.37,301.68,GTY027 36C 8,650.35,18582756.31,849.9602083013185,26.0296,25088060.468631893,4363629.695137314,0.17393252462035666,199.6102083013185,-50,36
GTY027 36C 8 03 m-25.csv,127000000,725.56,207.99,GTY027 36C 8,650.35,546339.53,851.0040871613662,0.7641,13137589.569160985,128764.41421012841,0.009801220652560833,200.6540871613662,-25,36
GTY027 36C 8 03 m-35.csv,127000000,725.56,207.99,GTY027 36C 8,650.35,833604.68,849.7476534543275,1.1681000000000001,13137589.569160985,195612.99991601577,0.014889565462997512,199.3976534543275,-35,36
GTY027 36C 8 03 m-50.csv,127000000,725.56,207.99,GTY027 36C 8,650.35,1632122.53,838.7194698275863,2.32,13137589.569160985,367025.4220206602,0.027937044317643406,188.36946982758627,-50,36
GTY027 36C 8 04 m-25.csv,129000000,748.78,204.46,GTY027 36C 8,650.35,1963741.38,890.9851220256253,2.6224,16901820.609725364,529975.2616108168,0.03135610499296551,240.63512202562526,-25,36
GTY027 36C 8 04 m-35.csv,129000000,748.78,204.46,GTY027 36C 8,650.35,2390231.29,887.2376713866882,3.2062,16901820.609725364,637867.8525237254,0.037739594287061244,236.88767138668823,-35,36
GTY027 36C 8 04 m-50.csv,129000000,748.78,204.46,GTY027 36C 8,650.35,3505861.25,870.1600000000001,4.8,16901820.609725364,886107.3318216177,0.052426738650376434,219.81000000000006,-50,36
