filename,Name,ID,Volume (µm³),Min (roGFP 470),Max (roGFP 470),Mean (roGFP 470),Sum (roGFP 470),Standard Deviation (roGFP 470),Min (mCherry double),Max (mCherry double),Mean (mCherry double),Sum (mCherry double),Standard Deviation (mCherry double),"Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))",Centroid X (µm),Centroid Y (µm),Centroid Z (µm),Item Name,Population,Type,Number of contained Mito,Compartment ROIs ID
GTY030 I 36C 17 04 m-35.csv,ROIs 1,1,431.18,402,1020,557.02,202000000,40.64,187,1011,271.17,98197181,57.5,229.72,5149,553.47,200000000,115.43,27.72,6629.78,274.33,99341592,189.6,NA,NA,NA,GTY030 I 36C 17,ROIs,Object,3,NA
GTY030 I 36C 17 04 m-35.csv,Mito 10,11,0.0381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,609.22,778.2,691.5,22128.01,40.78,NA,NA,NA,NA,NA,54.87,40.38,0.834,GTY030 I 36C 17,Mito,Object,NA,1
GTY030 I 36C 17 04 m-35.csv,Mito 14,15,0.0333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,553.05,794.99,674.82,18894.83,65.84,NA,NA,NA,NA,NA,55.45,41.89,1.08,GTY030 I 36C 17,Mito,Object,NA,1
GTY030 I 36C 17 04 m-35.csv,Mito 37,38,3.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341.66,1186.24,674.03,1823243.75,144.85,NA,NA,NA,NA,NA,56.67,41.74,2.82,GTY030 I 36C 17,Mito,Object,NA,1
GTY030 I 36C 17 04 m-50.csv,ROIs 1,1,431.18,402,1020,557.02,202000000,40.64,187,1011,271.17,98197181,57.5,229.72,5149,553.47,200000000,115.43,27.72,6629.78,274.33,99341592,189.6,NA,NA,NA,GTY030 I 36C 17,ROIs,Object,2,NA
GTY030 I 36C 17 04 m-50.csv,Mito 3,4,0.0953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,558.98,805.95,678.04,54242.91,48.5,NA,NA,NA,NA,NA,54.87,40.37,0.776,GTY030 I 36C 17,Mito,Object,NA,1
GTY030 I 36C 17 04 m-50.csv,Mito 25,26,4.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328.55,1186.24,653.69,2561158.25,142.52,NA,NA,NA,NA,NA,56.61,41.73,2.8,GTY030 I 36C 17,Mito,Object,NA,1
GTY030 I 36C 17 05 m-25.csv,ROIs 1,1,396.35,408,772,564.05,188000000,41.64,191,1566,381.59,127000000,125.48,240.97,3225.79,560.58,187000000,110.77,1e-6,14444.11,399.46,133000000,549.28,NA,NA,NA,GTY030 I 36C 17,ROIs,Object,11,NA
GTY030 I 36C 17 05 m-25.csv,Mito 3,4,0.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,567.96,799.68,681.91,64099.46,44.05,NA,NA,NA,NA,NA,43.92,25.52,0.772,GTY030 I 36C 17,Mito,Object,NA,1
GTY030 I 36C 17 05 m-25.csv,Mito 7,8,0.186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,507.78,900.75,699.75,109161.48,64.28,NA,NA,NA,NA,NA,46.77,26.09,1.35,GTY030 I 36C 17,Mito,Object,NA,1
GTY030 I 36C 17 05 m-25.csv,Mito 8,9,0.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,568.78,790.3,677.07,58228.4,52.22,NA,NA,NA,NA,NA,46.24,26.51,1.09,GTY030 I 36C 17,Mito,Object,NA,1
GTY030 I 36C 17 05 m-25.csv,Mito 15,16,0.828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351.07,1158.24,649.85,451642.78,135.3,NA,NA,NA,NA,NA,43.48,24.26,2.53,GTY030 I 36C 17,Mito,Object,NA,1
GTY030 I 36C 17 05 m-25.csv,Mito 16,17,0.0988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,569.04,967.24,729.56,60553.59,80.21,NA,NA,NA,NA,NA,45.17,27.21,1.72,GTY030 I 36C 17,Mito,Object,NA,1
GTY030 I 36C 17 05 m-25.csv,Mito 26,27,0.803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,373.78,1412.71,787.64,530871.31,173.07,NA,NA,NA,NA,NA,43.64,26.16,1.96,GTY030 I 36C 17,Mito,Object,NA,1
GTY030 I 36C 17 05 m-25.csv,Mito 29,30,0.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,406.32,1178.13,701.24,219488.58,164.85,NA,NA,NA,NA,NA,45.5,23.73,2.95,GTY030 I 36C 17,Mito,Object,NA,1
GTY030 I 36C 17 05 m-25.csv,Mito 30,31,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,396.57,1390.8,753.33,748809.56,166.54,NA,NA,NA,NA,NA,47,24.83,2.26,GTY030 I 36C 17,Mito,Object,NA,1
GTY030 I 36C 17 05 m-25.csv,Mito 31,32,0.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393.22,1052.26,741.21,85980.12,151.44,NA,NA,NA,NA,NA,47.57,25.81,2.51,GTY030 I 36C 17,Mito,Object,NA,1
GTY030 I 36C 17 05 m-25.csv,Mito 32,33,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346.97,1306,719.05,3773579,137.47,NA,NA,NA,NA,NA,46.5,29.84,2.17,GTY030 I 36C 17,Mito,Object,NA,1
GTY030 I 36C 17 05 m-25.csv,Mito 33,34,0.986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358.37,1272.88,655.96,543138.19,162.28,NA,NA,NA,NA,NA,44.85,26.31,3.28,GTY030 I 36C 17,Mito,Object,NA,1
GTY030 I 36C 17 05 m-35.csv,ROIs 1,1,396.35,408,772,564.05,188000000,41.64,191,1566,381.59,127000000,125.48,240.97,3225.79,560.58,187000000,110.77,1e-6,14444.11,399.46,133000000,549.28,NA,NA,NA,GTY030 I 36C 17,ROIs,Object,12,NA
GTY030 I 36C 17 05 m-35.csv,Mito 1,2,0.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,567.96,799.68,677.26,78562.41,49.24,NA,NA,NA,NA,NA,43.92,25.52,0.76,GTY030 I 36C 17,Mito,Object,NA,1
GTY030 I 36C 17 05 m-35.csv,Mito 7,8,0.227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,507.78,900.75,697.11,133147.66,65.52,NA,NA,NA,NA,NA,46.77,26.09,1.36,GTY030 I 36C 17,Mito,Object,NA,1
GTY030 I 36C 17 05 m-35.csv,Mito 8,9,0.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,568.78,790.3,676.21,67621.02,49.38,NA,NA,NA,NA,NA,46.25,26.51,1.09,GTY030 I 36C 17,Mito,Object,NA,1
GTY030 I 36C 17 05 m-35.csv,Mito 9,10,0.0131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,681.91,790.99,720.06,7920.69,34.2,NA,NA,NA,NA,NA,46.35,30.88,0.6,GTY030 I 36C 17,Mito,Object,NA,1
GTY030 I 36C 17 05 m-35.csv,Mito 16,17,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351.07,1158.24,652.35,569505.81,135.34,NA,NA,NA,NA,NA,43.47,24.27,2.46,GTY030 I 36C 17,Mito,Object,NA,1
GTY030 I 36C 17 05 m-35.csv,Mito 17,18,0.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552.15,967.24,722.88,75179.09,82.29,NA,NA,NA,NA,NA,45.16,27.21,1.77,GTY030 I 36C 17,Mito,Object,NA,1
GTY030 I 36C 17 05 m-35.csv,Mito 25,26,0.966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347.06,1412.71,766.41,621561.63,172.6,NA,NA,NA,NA,NA,43.66,26.17,1.94,GTY030 I 36C 17,Mito,Object,NA,1
GTY030 I 36C 17 05 m-35.csv,Mito 27,28,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,401.75,1178.13,685.78,246882.11,166.29,NA,NA,NA,NA,NA,45.5,23.73,2.97,GTY030 I 36C 17,Mito,Object,NA,1
GTY030 I 36C 17 05 m-35.csv,Mito 28,29,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,396.57,1390.8,743.36,858578,166.15,NA,NA,NA,NA,NA,47,24.85,2.26,GTY030 I 36C 17,Mito,Object,NA,1
GTY030 I 36C 17 05 m-35.csv,Mito 29,30,0.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393.22,1052.26,729.16,98435.97,151.84,NA,NA,NA,NA,NA,47.57,25.8,2.53,GTY030 I 36C 17,Mito,Object,NA,1
GTY030 I 36C 17 05 m-35.csv,Mito 30,31,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358.37,1272.88,646.93,624285.38,161.64,NA,NA,NA,NA,NA,44.85,26.32,3.29,GTY030 I 36C 17,Mito,Object,NA,1
GTY030 I 36C 17 05 m-35.csv,Mito 36,37,7.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346.97,1306,712.03,4349805.5,137.24,NA,NA,NA,NA,NA,46.5,29.84,2.18,GTY030 I 36C 17,Mito,Object,NA,1
GTY030 I 36C 17 05 m-50.csv,ROIs 1,1,396.35,408,772,564.05,188000000,41.64,191,1566,381.59,127000000,125.48,240.97,3225.79,560.58,187000000,110.77,1e-6,14444.11,399.46,133000000,549.28,NA,NA,NA,GTY030 I 36C 17,ROIs,Object,11,NA
GTY030 I 36C 17 05 m-50.csv,Mito 1,2,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,517.06,856.23,669.94,117908.96,58.94,NA,NA,NA,NA,NA,43.91,25.52,0.731,GTY030 I 36C 17,Mito,Object,NA,1
GTY030 I 36C 17 05 m-50.csv,Mito 2,3,0.0595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486.92,619.19,544.81,27240.36,33.91,NA,NA,NA,NA,NA,47.06,30.26,0.15,GTY030 I 36C 17,Mito,Object,NA,1
GTY030 I 36C 17 05 m-50.csv,Mito 7,8,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351.07,1158.24,646.69,794783.88,131.05,NA,NA,NA,NA,NA,43.47,24.27,2.42,GTY030 I 36C 17,Mito,Object,NA,1
GTY030 I 36C 17 05 m-50.csv,Mito 8,9,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.49,1412.71,737.07,825516.75,172.27,NA,NA,NA,NA,NA,43.68,26.16,1.9,GTY030 I 36C 17,Mito,Object,NA,1
GTY030 I 36C 17 05 m-50.csv,Mito 12,13,0.591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366.53,1229.85,659.1,326915.09,170.04,NA,NA,NA,NA,NA,45.5,23.72,2.99,GTY030 I 36C 17,Mito,Object,NA,1
GTY030 I 36C 17 05 m-50.csv,Mito 14,15,2.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,371.28,1390.8,716.32,1388943.75,149.96,NA,NA,NA,NA,NA,46.9,25.18,2.04,GTY030 I 36C 17,Mito,Object,NA,1
GTY030 I 36C 17 05 m-50.csv,Mito 15,16,0.207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,334.24,1052.26,686.43,119438.78,165.09,NA,NA,NA,NA,NA,47.58,25.79,2.61,GTY030 I 36C 17,Mito,Object,NA,1
GTY030 I 36C 17 05 m-50.csv,Mito 16,17,0.0298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,614.25,846.78,736.15,18403.78,67.14,NA,NA,NA,NA,NA,45.85,29.45,2.1,GTY030 I 36C 17,Mito,Object,NA,1
GTY030 I 36C 17 05 m-50.csv,Mito 17,18,0.0202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,569.44,782.29,657.36,11175.07,55.09,NA,NA,NA,NA,NA,46.05,29.24,2.4,GTY030 I 36C 17,Mito,Object,NA,1
GTY030 I 36C 17 05 m-50.csv,Mito 18,19,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358.37,1272.88,639.96,904258,155.01,NA,NA,NA,NA,NA,44.91,26.44,3.14,GTY030 I 36C 17,Mito,Object,NA,1
GTY030 I 36C 17 05 m-50.csv,Mito 19,20,9.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328.61,1306,695.72,5757785,137.76,NA,NA,NA,NA,NA,46.52,29.83,2.19,GTY030 I 36C 17,Mito,Object,NA,1
GTY030 I 36C 17 06 m-25.csv,ROIs 1,1,424.2,418,953,577.44,206000000,50.55,188,1842,423.62,151000000,173.66,192.19,5621.77,575.58,205000000,138.52,1e-6,13362.41,444.66,158000000,612.96,NA,NA,NA,GTY030 I 36C 17,ROIs,Object,4,NA
GTY030 I 36C 17 06 m-25.csv,Mito 2,3,0.0512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,598.08,937.29,751.95,32333.91,81.49,NA,NA,NA,NA,NA,35.09,14.81,0.67,GTY030 I 36C 17,Mito,Object,NA,1
GTY030 I 36C 17 06 m-25.csv,Mito 6,7,4.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400.61,2857.96,768.87,2634925.25,220.21,NA,NA,NA,NA,NA,31.59,13.23,2.17,GTY030 I 36C 17,Mito,Object,NA,1
GTY030 I 36C 17 06 m-25.csv,Mito 20,21,12.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356.9,4428.23,790.26,8432815,215.57,NA,NA,NA,NA,NA,37.08,14.32,2.22,GTY030 I 36C 17,Mito,Object,NA,1
GTY030 I 36C 17 06 m-25.csv,Mito 28,29,0.0143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,567.61,781.03,711.63,8539.59,68.19,NA,NA,NA,NA,NA,35.29,14.74,2.1,GTY030 I 36C 17,Mito,Object,NA,1
GTY030 I 36C 17 06 m-35.csv,ROIs 1,1,424.2,418,953,577.44,206000000,50.55,188,1842,423.62,151000000,173.66,192.19,5621.77,575.58,205000000,138.52,1e-6,13362.41,444.66,158000000,612.96,NA,NA,NA,GTY030 I 36C 17,ROIs,Object,4,NA
GTY030 I 36C 17 06 m-35.csv,Mito 4,5,0.0726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,598.08,937.29,751.53,45843.55,82.05,NA,NA,NA,NA,NA,35.09,14.81,0.693,GTY030 I 36C 17,Mito,Object,NA,1
GTY030 I 36C 17 06 m-35.csv,Mito 21,22,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356.9,4428.23,780.26,9697015,218.57,NA,NA,NA,NA,NA,37.07,14.34,2.19,GTY030 I 36C 17,Mito,Object,NA,1
GTY030 I 36C 17 06 m-35.csv,Mito 24,25,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356.74,2857.96,755.62,3045885.75,215.69,NA,NA,NA,NA,NA,31.62,13.22,2.17,GTY030 I 36C 17,Mito,Object,NA,1
GTY030 I 36C 17 06 m-35.csv,Mito 38,39,0.0143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,416.54,535.65,467.52,5610.3,38.71,NA,NA,NA,NA,NA,38.95,13.63,4.8,GTY030 I 36C 17,Mito,Object,NA,1
GTY030 I 36C 17 06 m-50.csv,ROIs 1,1,424.2,418,953,577.44,206000000,50.55,188,1842,423.62,151000000,173.66,192.19,5621.77,575.58,205000000,138.52,1e-6,13362.41,444.66,158000000,612.96,NA,NA,NA,GTY030 I 36C 17,ROIs,Object,3,NA
GTY030 I 36C 17 06 m-50.csv,Mito 11,12,6.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332.98,2857.96,734.45,3891118.25,207.55,NA,NA,NA,NA,NA,31.67,13.22,2.18,GTY030 I 36C 17,Mito,Object,NA,1
GTY030 I 36C 17 06 m-50.csv,Mito 26,27,20.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320.13,5066.52,748.55,12821888,225.25,NA,NA,NA,NA,NA,37.12,14.36,2.28,GTY030 I 36C 17,Mito,Object,NA,1
GTY030 I 36C 17 06 m-50.csv,Mito 27,28,0.0441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,446.57,651.06,550.75,20377.58,49.76,NA,NA,NA,NA,NA,35.56,15.54,4.97,GTY030 I 36C 17,Mito,Object,NA,1
GTY030 I 36C 18 01 m-25.csv,ROIs 1,1,295.88,394,1294,549.79,137000000,48.46,191,955,302.34,75129351,78.6,220.8,8644.13,549.71,137000000,153.22,51.94,5240.1,314.08,78047432,240.76,NA,NA,NA,GTY030 I 36C 18,ROIs,Object,5,NA
GTY030 I 36C 18 01 m-25.csv,Mito 11,12,0.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,577.18,854.33,692.12,76133.2,55,NA,NA,NA,NA,NA,15.56,51.66,1.59,GTY030 I 36C 18,Mito,Object,NA,1
GTY030 I 36C 18 01 m-25.csv,Mito 18,19,0.0548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,488.07,741.68,562.44,25872.12,61.65,NA,NA,NA,NA,NA,16.62,48.45,2.07,GTY030 I 36C 18,Mito,Object,NA,1
GTY030 I 36C 18 01 m-25.csv,Mito 20,21,0.0881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,446.32,860.3,671.36,49680.56,99.73,NA,NA,NA,NA,NA,14.66,47.15,2.37,GTY030 I 36C 18,Mito,Object,NA,1
GTY030 I 36C 18 01 m-25.csv,Mito 25,26,0.447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,452.02,831.62,635.14,238177.2,79.84,NA,NA,NA,NA,NA,13.59,47.07,3.03,GTY030 I 36C 18,Mito,Object,NA,1
GTY030 I 36C 18 01 m-25.csv,Mito 28,29,2.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308.19,5852.59,737.76,1601670.38,387.53,NA,NA,NA,NA,NA,16.87,49.88,2.6,GTY030 I 36C 18,Mito,Object,NA,1
GTY030 I 36C 18 01 m-35.csv,ROIs 1,1,295.88,394,1294,549.79,137000000,48.46,191,955,302.34,75129351,78.6,220.8,8644.13,549.71,137000000,153.22,51.94,5240.1,314.08,78047432,240.76,NA,NA,NA,GTY030 I 36C 18,ROIs,Object,6,NA
GTY030 I 36C 18 01 m-35.csv,Mito 11,12,0.181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,542.67,854.33,680.95,103504.27,57.75,NA,NA,NA,NA,NA,15.55,51.64,1.56,GTY030 I 36C 18,Mito,Object,NA,1
GTY030 I 36C 18 01 m-35.csv,Mito 13,14,0.0274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,633.97,805.83,726.43,16707.79,50.83,NA,NA,NA,NA,NA,14.06,50.62,1.59,GTY030 I 36C 18,Mito,Object,NA,1
GTY030 I 36C 18 01 m-35.csv,Mito 16,17,3.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308.19,6699.41,737.36,2039530.88,421.86,NA,NA,NA,NA,NA,16.84,49.85,2.6,GTY030 I 36C 18,Mito,Object,NA,1
GTY030 I 36C 18 01 m-35.csv,Mito 17,18,0.0774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,488.07,801.9,570.26,37066.74,66.94,NA,NA,NA,NA,NA,16.62,48.45,2.06,GTY030 I 36C 18,Mito,Object,NA,1
GTY030 I 36C 18 01 m-35.csv,Mito 18,19,0.114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,446.32,860.3,664.37,63779.16,102.5,NA,NA,NA,NA,NA,14.66,47.15,2.37,GTY030 I 36C 18,Mito,Object,NA,1
GTY030 I 36C 18 01 m-35.csv,Mito 23,24,0.607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436.21,867.13,627.92,320241.06,81.84,NA,NA,NA,NA,NA,13.6,47.08,3.04,GTY030 I 36C 18,Mito,Object,NA,1
GTY030 I 36C 18 01 m-50.csv,ROIs 1,1,295.88,394,1294,549.79,137000000,48.46,191,955,302.34,75129351,78.6,220.8,8644.13,549.71,137000000,153.22,51.94,5240.1,314.08,78047432,240.76,NA,NA,NA,GTY030 I 36C 18,ROIs,Object,4,NA
GTY030 I 36C 18 01 m-50.csv,Mito 12,13,0.169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395.64,860.3,645.88,91714.6,104.87,NA,NA,NA,NA,NA,14.66,47.15,2.38,GTY030 I 36C 18,Mito,Object,NA,1
GTY030 I 36C 18 01 m-50.csv,Mito 13,14,5.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308.19,6699.41,719.22,3243694.25,388.33,NA,NA,NA,NA,NA,16.65,49.98,2.47,GTY030 I 36C 18,Mito,Object,NA,1
GTY030 I 36C 18 01 m-50.csv,Mito 14,15,0.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,484.48,803.2,580.99,57518.37,67.95,NA,NA,NA,NA,NA,16.63,48.45,2.05,GTY030 I 36C 18,Mito,Object,NA,1
GTY030 I 36C 18 01 m-50.csv,Mito 19,20,0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,411,941.14,624.94,459332.53,91.56,NA,NA,NA,NA,NA,13.6,47.09,3.02,GTY030 I 36C 18,Mito,Object,NA,1
GTY030 I 36C 18 02 m-25.csv,ROIs 1,1,306.91,412,872,564.68,146000000,41.45,192,1783,374.29,96473867,147.11,278.09,6645.28,559.79,144000000,106.78,0.0238,19419.08,396.95,102000000,641.51,NA,NA,NA,GTY030 I 36C 18,ROIs,Object,7,NA
GTY030 I 36C 18 02 m-25.csv,Mito 7,8,0.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,554.56,1509.58,750.49,153850.16,158.27,NA,NA,NA,NA,NA,66.13,23.22,1.25,GTY030 I 36C 18,Mito,Object,NA,1
GTY030 I 36C 18 02 m-25.csv,Mito 16,17,0.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,459.31,988.41,666.99,192759.2,101.92,NA,NA,NA,NA,NA,65.74,22.6,2.51,GTY030 I 36C 18,Mito,Object,NA,1
GTY030 I 36C 18 02 m-25.csv,Mito 17,18,3.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358.87,1069.48,679.41,2116351.75,107.41,NA,NA,NA,NA,NA,62.78,24.93,2.14,GTY030 I 36C 18,Mito,Object,NA,1
GTY030 I 36C 18 02 m-25.csv,Mito 19,20,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,396.95,1390.26,720.3,574799.19,140.06,NA,NA,NA,NA,NA,68.44,22.87,2.51,GTY030 I 36C 18,Mito,Object,NA,1
GTY030 I 36C 18 02 m-25.csv,Mito 23,24,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,466.19,704.36,594.24,27929.07,64.26,NA,NA,NA,NA,NA,64.23,24.58,2.99,GTY030 I 36C 18,Mito,Object,NA,1
GTY030 I 36C 18 02 m-25.csv,Mito 24,25,0.614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404.42,993.29,612.86,316236.97,102.82,NA,NA,NA,NA,NA,67.39,23.27,3.4,GTY030 I 36C 18,Mito,Object,NA,1
GTY030 I 36C 18 02 m-25.csv,Mito 27,28,2.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405.06,1112.67,670.57,1167464.25,129.33,NA,NA,NA,NA,NA,68.22,25.4,3.04,GTY030 I 36C 18,Mito,Object,NA,1
GTY030 I 36C 18 02 m-35.csv,ROIs 1,1,306.91,412,872,564.68,146000000,41.45,192,1783,374.29,96473867,147.11,278.09,6645.28,559.79,144000000,106.78,0.0238,19419.08,396.95,102000000,641.51,NA,NA,NA,GTY030 I 36C 18,ROIs,Object,6,NA
GTY030 I 36C 18 02 m-35.csv,Mito 1,2,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,554.56,1509.58,746.75,179220.92,157.49,NA,NA,NA,NA,NA,66.12,23.22,1.25,GTY030 I 36C 18,Mito,Object,NA,1
GTY030 I 36C 18 02 m-35.csv,Mito 14,15,0.414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436.74,988.41,656.95,228619.88,106.93,NA,NA,NA,NA,NA,65.73,22.6,2.53,GTY030 I 36C 18,Mito,Object,NA,1
GTY030 I 36C 18 02 m-35.csv,Mito 15,16,4.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345.94,1069.48,674.82,2445552.75,108.6,NA,NA,NA,NA,NA,62.78,24.91,2.12,GTY030 I 36C 18,Mito,Object,NA,1
GTY030 I 36C 18 02 m-35.csv,Mito 21,22,0.0703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,466.19,726.92,593,34987.13,71.42,NA,NA,NA,NA,NA,64.24,24.58,2.99,GTY030 I 36C 18,Mito,Object,NA,1
GTY030 I 36C 18 02 m-35.csv,Mito 22,23,1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,384.99,1390.26,671.87,1021919.38,135.12,NA,NA,NA,NA,NA,68.02,23.03,2.86,GTY030 I 36C 18,Mito,Object,NA,1
GTY030 I 36C 18 02 m-35.csv,Mito 27,28,2.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,368.41,1112.67,666.61,1387878.63,130.21,NA,NA,NA,NA,NA,68.22,25.38,3.02,GTY030 I 36C 18,Mito,Object,NA,1
GTY030 I 36C 18 02 m-50.csv,ROIs 1,1,306.91,412,872,564.68,146000000,41.45,192,1783,374.29,96473867,147.11,278.09,6645.28,559.79,144000000,106.78,0.0238,19419.08,396.95,102000000,641.51,NA,NA,NA,GTY030 I 36C 18,ROIs,Object,5,NA
GTY030 I 36C 18 02 m-50.csv,Mito 7,8,5.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.98,1069.48,663.09,3233907.25,113.46,NA,NA,NA,NA,NA,62.77,24.87,2.12,GTY030 I 36C 18,Mito,Object,NA,1
GTY030 I 36C 18 02 m-50.csv,Mito 11,12,0.941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,419.05,1509.58,686.88,542632.5,141.94,NA,NA,NA,NA,NA,65.9,22.87,1.99,GTY030 I 36C 18,Mito,Object,NA,1
GTY030 I 36C 18 02 m-50.csv,Mito 17,18,2.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,383.24,1390.26,663.51,1309113.75,131.8,NA,NA,NA,NA,NA,68,23.02,2.86,GTY030 I 36C 18,Mito,Object,NA,1
GTY030 I 36C 18 02 m-50.csv,Mito 18,19,0.114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394.31,873.03,572.07,54918.32,87.5,NA,NA,NA,NA,NA,64.24,24.58,3.03,GTY030 I 36C 18,Mito,Object,NA,1
GTY030 I 36C 18 02 m-50.csv,Mito 20,21,3.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,368.41,1112.67,655.85,1875717.25,127.97,NA,NA,NA,NA,NA,68.22,25.36,2.99,GTY030 I 36C 18,Mito,Object,NA,1
GTY030 I 36C 18 03 m-25.csv,ROIs 1,1,309.43,421,1325,573.47,149000000,51.05,192,1677,394.32,102000000,157.21,264.22,7372.11,568.34,148000000,163.2,4.25,11220.33,409.94,107000000,505.18,NA,NA,NA,GTY030 I 36C 18,ROIs,Object,8,NA
