filename,Name,ID,Volume (µm³),Min (roGFP 470),Max (roGFP 470),Mean (roGFP 470),Sum (roGFP 470),Standard Deviation (roGFP 470),Min (mCherry double),Max (mCherry double),Mean (mCherry double),Sum (mCherry double),Standard Deviation (mCherry double),"Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))",Centroid X (µm),Centroid Y (µm),Centroid Z (µm),Item Name,Population,Type,Number of contained Mito,Compartment ROIs ID
GTY030 I 25C 14 02 m-35.csv,Mito 2,3,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,371.85,1248.77,730.92,736039.06,138.07,NA,NA,NA,NA,NA,3.25,58.2,2.31,GTY030 I 25C 14,Mito,Object,NA,1
GTY030 I 25C 14 02 m-35.csv,Mito 5,6,0.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,528.56,1053,740.35,242095.84,106.75,NA,NA,NA,NA,NA,4.22,60.68,2.07,GTY030 I 25C 14,Mito,Object,NA,1
GTY030 I 25C 14 02 m-35.csv,Mito 7,8,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393.16,1280.62,689.69,671064,151.57,NA,NA,NA,NA,NA,5.27,57.55,2.72,GTY030 I 25C 14,Mito,Object,NA,1
GTY030 I 25C 14 02 m-50.csv,ROIs 1,1,198.11,410,716,549.22,91381164,36.33,204,1731,364.93,60718770,131.45,282.65,1280.62,545.43,90749888,85.5,1e-6,18271.66,384.16,63917732,587.99,NA,NA,NA,GTY030 I 25C 14,ROIs,Object,3,NA
GTY030 I 25C 14 02 m-50.csv,Mito 2,3,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,371.85,1248.77,715.76,916173.38,140.57,NA,NA,NA,NA,NA,3.26,58.21,2.34,GTY030 I 25C 14,Mito,Object,NA,1
GTY030 I 25C 14 02 m-50.csv,Mito 4,5,0.518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,483.53,1065.37,728.89,317065.09,106.66,NA,NA,NA,NA,NA,4.22,60.66,2.07,GTY030 I 25C 14,Mito,Object,NA,1
GTY030 I 25C 14 02 m-50.csv,Mito 7,8,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,373.95,1280.62,673.31,875981.31,155.13,NA,NA,NA,NA,NA,5.28,57.57,2.78,GTY030 I 25C 14,Mito,Object,NA,1
GTY030 I 25C 14 03 m-25.csv,ROIs 1,1,263.67,432,1437,589.86,131000000,55.41,211,2798,408.91,90550328,233.82,253.14,17367.14,584.08,129000000,208.09,1e-6,24739.5,436.2,96593608,957.98,NA,NA,NA,GTY030 I 25C 14,ROIs,Object,1,NA
GTY030 I 25C 14 03 m-25.csv,Mito 6,7,4.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310.01,1542.63,797.42,2693683.5,201.58,NA,NA,NA,NA,NA,71.28,52.72,2.62,GTY030 I 25C 14,Mito,Object,NA,1
GTY030 I 25C 14 03 m-35.csv,ROIs 1,1,263.67,432,1437,589.86,131000000,55.41,211,2798,408.91,90550328,233.82,253.14,17367.14,584.08,129000000,208.09,1e-6,24739.5,436.2,96593608,957.98,NA,NA,NA,GTY030 I 25C 14,ROIs,Object,1,NA
GTY030 I 25C 14 03 m-35.csv,Mito 4,5,4.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310.01,1542.63,780.29,2970565,205.19,NA,NA,NA,NA,NA,71.29,52.71,2.66,GTY030 I 25C 14,Mito,Object,NA,1
GTY030 I 25C 14 03 m-50.csv,ROIs 1,1,263.67,432,1437,589.86,131000000,55.41,211,2798,408.91,90550328,233.82,253.14,17367.14,584.08,129000000,208.09,1e-6,24739.5,436.2,96593608,957.98,NA,NA,NA,GTY030 I 25C 14,ROIs,Object,1,NA
GTY030 I 25C 14 03 m-50.csv,Mito 5,6,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304.23,1542.63,750.27,3463250.5,211.58,NA,NA,NA,NA,NA,71.28,52.7,2.74,GTY030 I 25C 14,Mito,Object,NA,1
GTY030 I 25C 14 04 m-25.csv,ROIs 1,1,280.65,419,1307,583.7,138000000,53.5,206,1755,348.3,82096019,114.44,264.98,8459,576.21,136000000,168.47,0.347,16681.67,347.8,81977488,501.87,NA,NA,NA,GTY030 I 25C 14,ROIs,Object,3,NA
GTY030 I 25C 14 04 m-25.csv,Mito 7,8,0.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,548.5,1022.7,723.65,94797.68,117.52,NA,NA,NA,NA,NA,36.02,18.24,2.14,GTY030 I 25C 14,Mito,Object,NA,1
GTY030 I 25C 14 04 m-25.csv,Mito 12,13,0.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,343.78,999.77,567.29,60699.52,140.95,NA,NA,NA,NA,NA,36.85,20.53,3.01,GTY030 I 25C 14,Mito,Object,NA,1
GTY030 I 25C 14 04 m-25.csv,Mito 13,14,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403.59,2834.35,772.96,1210456.63,229.98,NA,NA,NA,NA,NA,34.87,21,2.73,GTY030 I 25C 14,Mito,Object,NA,1
GTY030 I 25C 14 04 m-35.csv,ROIs 1,1,280.65,419,1307,583.7,138000000,53.5,206,1755,348.3,82096019,114.44,264.98,8459,576.21,136000000,168.47,0.347,16681.67,347.8,81977488,501.87,NA,NA,NA,GTY030 I 25C 14,ROIs,Object,3,NA
GTY030 I 25C 14 04 m-35.csv,Mito 6,7,0.191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,548.5,1040.44,731.71,117073.27,119.41,NA,NA,NA,NA,NA,36.01,18.22,2.13,GTY030 I 25C 14,Mito,Object,NA,1
GTY030 I 25C 14 04 m-35.csv,Mito 12,13,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,343.78,999.77,568.92,68270.28,141.12,NA,NA,NA,NA,NA,36.85,20.53,3.01,GTY030 I 25C 14,Mito,Object,NA,1
GTY030 I 25C 14 04 m-35.csv,Mito 13,14,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331.81,2834.35,768.93,1354093.63,235.25,NA,NA,NA,NA,NA,34.88,20.99,2.74,GTY030 I 25C 14,Mito,Object,NA,1
GTY030 I 25C 14 04 m-50.csv,ROIs 1,1,280.65,419,1307,583.7,138000000,53.5,206,1755,348.3,82096019,114.44,264.98,8459,576.21,136000000,168.47,0.347,16681.67,347.8,81977488,501.87,NA,NA,NA,GTY030 I 25C 14,ROIs,Object,4,NA
GTY030 I 25C 14 04 m-50.csv,Mito 6,7,0.248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,548.5,1040.44,727.49,151318.58,112.96,NA,NA,NA,NA,NA,36.02,18.24,2.14,GTY030 I 25C 14,Mito,Object,NA,1
GTY030 I 25C 14 04 m-50.csv,Mito 10,11,0.169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,343.78,999.77,572.4,81280.18,142.61,NA,NA,NA,NA,NA,36.86,20.53,3.01,GTY030 I 25C 14,Mito,Object,NA,1
GTY030 I 25C 14 04 m-50.csv,Mito 11,12,0.0393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,506.39,800.66,676.94,22338.86,74.15,NA,NA,NA,NA,NA,35.3,24.76,2.77,GTY030 I 25C 14,Mito,Object,NA,1
GTY030 I 25C 14 04 m-50.csv,Mito 13,14,2.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331.81,2834.35,755.24,1674372.38,242.73,NA,NA,NA,NA,NA,34.89,20.99,2.75,GTY030 I 25C 14,Mito,Object,NA,1
GTY030 I 25C 15 01 m-25.csv,ROIs 1,1,313.96,433,1940,600.76,158000000,64.07,217,1766,383.73,101000000,109.09,298.1,14299.53,598.08,158000000,218.29,9.19,19426.78,401.47,106000000,620.84,NA,NA,NA,GTY030 I 25C 15,ROIs,Object,5,NA
GTY030 I 25C 15 01 m-25.csv,Mito 1,2,2.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,466.54,2038.54,802.92,1720652.12,172.89,NA,NA,NA,NA,NA,29.2,34.11,2.2,GTY030 I 25C 15,Mito,Object,NA,1
GTY030 I 25C 15 01 m-25.csv,Mito 2,3,0.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,569.86,1316.12,750.1,213777.67,120.14,NA,NA,NA,NA,NA,27.15,34.45,2,GTY030 I 25C 15,Mito,Object,NA,1
GTY030 I 25C 15 01 m-25.csv,Mito 3,4,0.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,492.1,1111.17,747.74,448646.09,127.73,NA,NA,NA,NA,NA,34.87,36.06,2.42,GTY030 I 25C 15,Mito,Object,NA,1
GTY030 I 25C 15 01 m-25.csv,Mito 4,5,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,438.42,2848.81,833.98,722227.75,370.5,NA,NA,NA,NA,NA,32.6,35.71,2.27,GTY030 I 25C 15,Mito,Object,NA,1
GTY030 I 25C 15 01 m-25.csv,Mito 11,12,0.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,459.24,865.32,623.16,120893.59,76.26,NA,NA,NA,NA,NA,29.63,33.85,3.16,GTY030 I 25C 15,Mito,Object,NA,1
GTY030 I 25C 15 01 m-35.csv,ROIs 1,1,313.96,433,1940,600.76,158000000,64.07,217,1766,383.73,101000000,109.09,298.1,14299.53,598.08,158000000,218.29,9.19,19426.78,401.47,106000000,620.84,NA,NA,NA,GTY030 I 25C 15,ROIs,Object,5,NA
GTY030 I 25C 15 01 m-35.csv,Mito 1,2,2.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,454.04,2038.54,798.85,1957990.37,169.72,NA,NA,NA,NA,NA,29.22,34.15,2.2,GTY030 I 25C 15,Mito,Object,NA,1
GTY030 I 25C 15 01 m-35.csv,Mito 2,3,0.397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,569.86,1316.12,748.87,249373.87,119.78,NA,NA,NA,NA,NA,27.15,34.44,1.99,GTY030 I 25C 15,Mito,Object,NA,1
GTY030 I 25C 15 01 m-35.csv,Mito 3,4,0.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449.06,1111.17,745.97,506512.38,129.77,NA,NA,NA,NA,NA,34.87,36.07,2.42,GTY030 I 25C 15,Mito,Object,NA,1
GTY030 I 25C 15 01 m-35.csv,Mito 4,5,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,438.42,3335.07,829.88,807474.06,375.48,NA,NA,NA,NA,NA,32.61,35.71,2.28,GTY030 I 25C 15,Mito,Object,NA,1
GTY030 I 25C 15 01 m-35.csv,Mito 10,11,0.301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,459.24,911.89,621.19,157160.13,84.4,NA,NA,NA,NA,NA,29.62,33.85,3.17,GTY030 I 25C 15,Mito,Object,NA,1
GTY030 I 25C 15 01 m-50.csv,ROIs 1,1,313.96,433,1940,600.76,158000000,64.07,217,1766,383.73,101000000,109.09,298.1,14299.53,598.08,158000000,218.29,9.19,19426.78,401.47,106000000,620.84,NA,NA,NA,GTY030 I 25C 15,ROIs,Object,4,NA
GTY030 I 25C 15 01 m-50.csv,Mito 1,2,0.511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,561.27,1316.12,740.1,317504.47,118.41,NA,NA,NA,NA,NA,27.15,34.45,2.02,GTY030 I 25C 15,Mito,Object,NA,1
GTY030 I 25C 15 01 m-50.csv,Mito 2,3,3.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,444.4,2038.54,790.18,2500114.75,164.98,NA,NA,NA,NA,NA,29.24,34.15,2.2,GTY030 I 25C 15,Mito,Object,NA,1
GTY030 I 25C 15 01 m-50.csv,Mito 3,4,2.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,435.4,3335.07,786.1,1620943.13,297.13,NA,NA,NA,NA,NA,33.57,35.86,2.35,GTY030 I 25C 15,Mito,Object,NA,1
GTY030 I 25C 15 01 m-50.csv,Mito 9,10,0.405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,459.24,911.89,621.67,211369.5,84.99,NA,NA,NA,NA,NA,29.63,33.85,3.18,GTY030 I 25C 15,Mito,Object,NA,1
GTY030 I 25C 15 02 m-25.csv,ROIs 1,1,294.23,450,3873,621.11,153000000,87.78,214,1915,394.53,97492022,134.69,214.36,62076.37,619.86,153000000,472.73,22.16,24582.98,413.73,102000000,753.37,NA,NA,NA,GTY030 I 25C 15,ROIs,Object,6,NA
GTY030 I 25C 15 02 m-25.csv,Mito 5,6,0.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,589.05,1122.34,825.62,169251.17,115.62,NA,NA,NA,NA,NA,62.19,39.42,2.41,GTY030 I 25C 15,Mito,Object,NA,1
GTY030 I 25C 15 02 m-25.csv,Mito 6,7,1.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,427.38,1383.59,781.01,1176977.75,168.13,NA,NA,NA,NA,NA,62.35,42.53,2.72,GTY030 I 25C 15,Mito,Object,NA,1
GTY030 I 25C 15 02 m-25.csv,Mito 7,8,0.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248.65,14063.29,1144.33,135031.36,1579.8,NA,NA,NA,NA,NA,65.53,42.03,2.48,GTY030 I 25C 15,Mito,Object,NA,1
GTY030 I 25C 15 02 m-25.csv,Mito 12,13,0.0964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,452.1,1033.55,687.32,55673.07,140.32,NA,NA,NA,NA,NA,65.09,40.14,3.28,GTY030 I 25C 15,Mito,Object,NA,1
GTY030 I 25C 15 02 m-25.csv,Mito 13,14,0.139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,485.68,805,637.14,74545.08,76.23,NA,NA,NA,NA,NA,65.13,40.77,3.32,GTY030 I 25C 15,Mito,Object,NA,1
GTY030 I 25C 15 02 m-25.csv,Mito 14,15,2.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,485.02,5713.91,858.68,1938030.88,354.46,NA,NA,NA,NA,NA,67.56,42,2.53,GTY030 I 25C 15,Mito,Object,NA,1
GTY030 I 25C 15 02 m-35.csv,ROIs 1,1,294.23,450,3873,621.11,153000000,87.78,214,1915,394.53,97492022,134.69,214.36,62076.37,619.86,153000000,472.73,22.16,24582.98,413.73,102000000,753.37,NA,NA,NA,GTY030 I 25C 15,ROIs,Object,6,NA
GTY030 I 25C 15 02 m-35.csv,Mito 5,6,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,581.65,1122.34,816.42,191857.53,120.46,NA,NA,NA,NA,NA,62.19,39.43,2.42,GTY030 I 25C 15,Mito,Object,NA,1
GTY030 I 25C 15 02 m-35.csv,Mito 6,7,0.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248.65,18424.78,1339.32,175450.73,2177.08,NA,NA,NA,NA,NA,65.53,42.03,2.49,GTY030 I 25C 15,Mito,Object,NA,1
GTY030 I 25C 15 02 m-35.csv,Mito 11,12,0.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,452.1,1033.55,688.45,59895.32,140.95,NA,NA,NA,NA,NA,65.09,40.14,3.28,GTY030 I 25C 15,Mito,Object,NA,1
GTY030 I 25C 15 02 m-35.csv,Mito 12,13,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,485.68,805,633.55,79827.27,76.02,NA,NA,NA,NA,NA,65.13,40.76,3.32,GTY030 I 25C 15,Mito,Object,NA,1
GTY030 I 25C 15 02 m-35.csv,Mito 13,14,2.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,427.38,1608.56,773.4,1330252.38,171.61,NA,NA,NA,NA,NA,62.34,42.53,2.73,GTY030 I 25C 15,Mito,Object,NA,1
GTY030 I 25C 15 02 m-35.csv,Mito 14,15,3.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,452.22,10066.34,856.44,2182205,421.17,NA,NA,NA,NA,NA,67.57,42,2.53,GTY030 I 25C 15,Mito,Object,NA,1
GTY030 I 25C 15 02 m-50.csv,ROIs 1,1,294.23,450,3873,621.11,153000000,87.78,214,1915,394.53,97492022,134.69,214.36,62076.37,619.86,153000000,472.73,22.16,24582.98,413.73,102000000,753.37,NA,NA,NA,GTY030 I 25C 15,ROIs,Object,6,NA
GTY030 I 25C 15 02 m-50.csv,Mito 4,5,0.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,542.34,1137.37,807.92,247224.31,130.39,NA,NA,NA,NA,NA,62.18,39.43,2.41,GTY030 I 25C 15,Mito,Object,NA,1
GTY030 I 25C 15 02 m-50.csv,Mito 5,6,0.199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245.64,18424.78,1474.16,246185,2293.34,NA,NA,NA,NA,NA,65.53,42.03,2.5,GTY030 I 25C 15,Mito,Object,NA,1
GTY030 I 25C 15 02 m-50.csv,Mito 10,11,0.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,435.05,1199.87,698.7,81048.89,156.58,NA,NA,NA,NA,NA,65.08,40.14,3.24,GTY030 I 25C 15,Mito,Object,NA,1
GTY030 I 25C 15 02 m-50.csv,Mito 11,12,0.193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,485.68,805,633,102546.5,72.59,NA,NA,NA,NA,NA,65.13,40.76,3.35,GTY030 I 25C 15,Mito,Object,NA,1
GTY030 I 25C 15 02 m-50.csv,Mito 12,13,2.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397.64,1608.56,763.26,1610479.13,171.83,NA,NA,NA,NA,NA,62.34,42.52,2.74,GTY030 I 25C 15,Mito,Object,NA,1
GTY030 I 25C 15 02 m-50.csv,Mito 13,14,3.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,452.22,13424.18,840.4,2792664.5,468.2,NA,NA,NA,NA,NA,67.59,41.98,2.49,GTY030 I 25C 15,Mito,Object,NA,1
GTY030 I 25C 15 03 m-25.csv,ROIs 1,1,276.3,432,2976,602.85,140000000,93.56,212,1576,349.67,81139909,82.51,172.01,37383.32,600.02,139000000,456.06,23.22,16723.09,361.56,83898960,453.65,NA,NA,NA,GTY030 I 25C 15,ROIs,Object,3,NA
GTY030 I 25C 15 03 m-25.csv,Mito 8,9,0.262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472.43,976.71,691.94,152227.67,98.92,NA,NA,NA,NA,NA,39.13,13.06,2.97,GTY030 I 25C 15,Mito,Object,NA,1
GTY030 I 25C 15 03 m-25.csv,Mito 9,10,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267.96,21085.36,1059.8,2448141.75,1679.47,NA,NA,NA,NA,NA,35.08,13.72,2.4,GTY030 I 25C 15,Mito,Object,NA,1
GTY030 I 25C 15 03 m-25.csv,Mito 10,11,0.343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430.87,816.42,578.73,166673.63,67.34,NA,NA,NA,NA,NA,38.31,14.54,3.27,GTY030 I 25C 15,Mito,Object,NA,1
GTY030 I 25C 15 03 m-35.csv,ROIs 1,1,276.3,432,2976,602.85,140000000,93.56,212,1576,349.67,81139909,82.51,172.01,37383.32,600.02,139000000,456.06,23.22,16723.09,361.56,83898960,453.65,NA,NA,NA,GTY030 I 25C 15,ROIs,Object,3,NA
GTY030 I 25C 15 03 m-35.csv,Mito 7,8,0.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,458.48,976.71,688.52,178327.05,96.54,NA,NA,NA,NA,NA,39.11,13.06,2.95,GTY030 I 25C 15,Mito,Object,NA,1
GTY030 I 25C 15 03 m-35.csv,Mito 8,9,3.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243.23,21085.36,1056.12,2893758.75,1707.82,NA,NA,NA,NA,NA,35.04,13.71,2.41,GTY030 I 25C 15,Mito,Object,NA,1
GTY030 I 25C 15 03 m-35.csv,Mito 9,10,0.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420.1,816.42,581.62,194261.5,71.73,NA,NA,NA,NA,NA,38.31,14.54,3.26,GTY030 I 25C 15,Mito,Object,NA,1
GTY030 I 25C 15 03 m-50.csv,ROIs 1,1,276.3,432,2976,602.85,140000000,93.56,212,1576,349.67,81139909,82.51,172.01,37383.32,600.02,139000000,456.06,23.22,16723.09,361.56,83898960,453.65,NA,NA,NA,GTY030 I 25C 15,ROIs,Object,3,NA
GTY030 I 25C 15 03 m-50.csv,Mito 6,7,0.393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,458.48,976.71,686.22,226453.38,94.58,NA,NA,NA,NA,NA,39.11,13.06,2.92,GTY030 I 25C 15,Mito,Object,NA,1
GTY030 I 25C 15 03 m-50.csv,Mito 7,8,4.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243.23,28437.7,1077.67,3873160.75,1855.4,NA,NA,NA,NA,NA,35.02,13.69,2.41,GTY030 I 25C 15,Mito,Object,NA,1
GTY030 I 25C 15 03 m-50.csv,Mito 8,9,0.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415.66,816.42,582.83,245954.23,75.07,NA,NA,NA,NA,NA,38.31,14.55,3.24,GTY030 I 25C 15,Mito,Object,NA,1
GTY030 I 25C 16 01 m-25.csv,ROIs 1,1,225.97,425,4095,616.59,117000000,112.34,213,1905,408.68,77558640,148.51,84.87,74929.99,618.51,117000000,797,14.73,20550.38,432.52,82083160,750.48,NA,NA,NA,GTY030 I 25C 16,ROIs,Object,4,NA
GTY030 I 25C 16 01 m-25.csv,Mito 1,2,0.0405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,687.75,1081.36,896.15,30469.07,89.41,NA,NA,NA,NA,NA,20.64,52.17,0.856,GTY030 I 25C 16,Mito,Object,NA,1
GTY030 I 25C 16 01 m-25.csv,Mito 8,9,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,633.14,1013.87,793.92,95270.32,89.08,NA,NA,NA,NA,NA,19.35,48.39,2.68,GTY030 I 25C 16,Mito,Object,NA,1
GTY030 I 25C 16 01 m-25.csv,Mito 9,10,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226.38,3574.66,813.71,723389.75,331.35,NA,NA,NA,NA,NA,19.69,50.23,2.79,GTY030 I 25C 16,Mito,Object,NA,1
GTY030 I 25C 16 01 m-25.csv,Mito 15,16,2.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.97,65074.03,956.64,2132352.25,2341.5,NA,NA,NA,NA,NA,20.7,52.74,2.7,GTY030 I 25C 16,Mito,Object,NA,1
GTY030 I 25C 16 01 m-35.csv,ROIs 1,1,225.97,425,4095,616.59,117000000,112.34,213,1905,408.68,77558640,148.51,84.87,74929.99,618.51,117000000,797,14.73,20550.38,432.52,82083160,750.48,NA,NA,NA,GTY030 I 25C 16,ROIs,Object,3,NA
GTY030 I 25C 16 01 m-35.csv,Mito 1,2,0.0572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,669.53,1154.34,883.15,42391.11,105.62,NA,NA,NA,NA,NA,20.62,52.17,0.875,GTY030 I 25C 16,Mito,Object,NA,1
GTY030 I 25C 16 01 m-35.csv,Mito 8,9,0.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628.01,1013.87,790.02,105072.63,88.93,NA,NA,NA,NA,NA,19.35,48.39,2.66,GTY030 I 25C 16,Mito,Object,NA,1
GTY030 I 25C 16 01 m-35.csv,Mito 14,15,4.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.42,68675.66,986.45,3549241.25,2620.2,NA,NA,NA,NA,NA,20.42,52.05,2.7,GTY030 I 25C 16,Mito,Object,NA,1
GTY030 I 25C 16 01 m-50.csv,ROIs 1,1,225.97,425,4095,616.59,117000000,112.34,213,1905,408.68,77558640,148.51,84.87,74929.99,618.51,117000000,797,14.73,20550.38,432.52,82083160,750.48,NA,NA,NA,GTY030 I 25C 16,ROIs,Object,2,NA
GTY030 I 25C 16 01 m-50.csv,Mito 8,9,0.201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,594.09,1013.87,782.18,132189.11,88.83,NA,NA,NA,NA,NA,19.36,48.38,2.63,GTY030 I 25C 16,Mito,Object,NA,1
GTY030 I 25C 16 01 m-50.csv,Mito 14,15,5.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165.04,72964.44,1053.63,4946810.5,3149.05,NA,NA,NA,NA,NA,20.43,52.08,2.65,GTY030 I 25C 16,Mito,Object,NA,1
GTY030 I 25C 16 02 m-25.csv,ROIs 1,1,217.64,429,1088,599.34,110000000,49.91,218,1364,352.29,64393521,98.02,319.92,5220.54,598.89,109000000,119.7,2.71,19483.6,367.38,67152008,514.52,NA,NA,NA,GTY030 I 25C 16,ROIs,Object,2,NA
GTY030 I 25C 16 02 m-25.csv,Mito 5,6,0.889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468.37,1465.54,785.21,586550.38,163.07,NA,NA,NA,NA,NA,39.26,56.94,2.2,GTY030 I 25C 16,Mito,Object,NA,1
GTY030 I 25C 16 02 m-25.csv,Mito 6,7,1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,489.96,1398.85,759.17,1012729.38,129.27,NA,NA,NA,NA,NA,40.25,60.15,2.83,GTY030 I 25C 16,Mito,Object,NA,1
GTY030 I 25C 16 02 m-35.csv,ROIs 1,1,217.64,429,1088,599.34,110000000,49.91,218,1364,352.29,64393521,98.02,319.92,5220.54,598.89,109000000,119.7,2.71,19483.6,367.38,67152008,514.52,NA,NA,NA,GTY030 I 25C 16,ROIs,Object,2,NA
GTY030 I 25C 16 02 m-35.csv,Mito 5,6,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,454.67,1465.54,783.7,689657.38,163.24,NA,NA,NA,NA,NA,39.27,56.94,2.19,GTY030 I 25C 16,Mito,Object,NA,1
GTY030 I 25C 16 02 m-35.csv,Mito 6,7,1.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,477.8,1398.85,761.02,1176530.75,131.58,NA,NA,NA,NA,NA,40.25,60.14,2.82,GTY030 I 25C 16,Mito,Object,NA,1
GTY030 I 25C 16 02 m-50.csv,ROIs 1,1,217.64,429,1088,599.34,110000000,49.91,218,1364,352.29,64393521,98.02,319.92,5220.54,598.89,109000000,119.7,2.71,19483.6,367.38,67152008,514.52,NA,NA,NA,GTY030 I 25C 16,ROIs,Object,2,NA
GTY030 I 25C 16 02 m-50.csv,Mito 5,6,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,454.67,1789.61,780.62,890686.25,164.06,NA,NA,NA,NA,NA,39.29,56.97,2.17,GTY030 I 25C 16,Mito,Object,NA,1
GTY030 I 25C 16 02 m-50.csv,Mito 6,7,2.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,477.8,1398.85,756.89,1488811,131.18,NA,NA,NA,NA,NA,40.25,60.15,2.82,GTY030 I 25C 16,Mito,Object,NA,1
GTY030 I 25C 16 03 m-25.csv,ROIs 1,1,226.82,437,1773,620.02,118000000,70,224,1624,436.03,83060277,150.9,209.19,14328.2,623.34,119000000,256.7,4.22,22734.28,462.8,88159776,874.78,NA,NA,NA,GTY030 I 25C 16,ROIs,Object,3,NA
