filename,ID,Item Name,Name,Population,Type,Voxel Count,Volume (µm³),Min (mCherry double),Max (mCherry double),Mean (mCherry double),Sum (mCherry double),Standard Deviation (mCherry double),"Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))","Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))",Number of contained Mito,Centroid X (µm),Centroid Y (µm),Centroid Z (µm),Compartment ROIs ID,ExtracellularBackground
PSY109 36C 21 02 m-50.csv,5,PSY109 36C 21,Mito 4,Mito,Object,1120,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,458.23,964.69,671.9,752532.56,79.29,NA,68.67,56.52,1.23,1,510.7
PSY109 36C 21 02 m-50.csv,7,PSY109 36C 21,Mito 6,Mito,Object,280,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,531.89,1185.41,767.57,214920.83,119.7,NA,68.55,59.46,1.01,1,510.7
PSY109 36C 21 02 m-50.csv,9,PSY109 36C 21,Mito 8,Mito,Object,602,0.717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,536.49,1123.74,770.38,463768,127.6,NA,71.12,56.72,1.66,1,510.7
PSY109 36C 21 02 m-50.csv,10,PSY109 36C 21,Mito 9,Mito,Object,762,0.907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,532.22,945.65,708.2,539652.19,77.48,NA,67.7,58.46,1.58,1,510.7
PSY109 36C 21 02 m-50.csv,11,PSY109 36C 21,Mito 10,Mito,Object,1190,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442.39,1030.72,703.6,837285.12,100.75,NA,70.86,60.03,2.24,1,510.7
PSY109 36C 21 02 m-50.csv,22,PSY109 36C 21,Mito 21,Mito,Object,2969,3.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,373.19,1562.72,735.84,2184703,171.49,NA,64.86,58,2.68,1,510.7
PSY109 36C 21 02 m-50.csv,36,PSY109 36C 21,Mito 35,Mito,Object,2151,2.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365.78,953.91,634.06,1363853.38,103.14,NA,70.05,58.19,3.6,1,510.7
PSY109 36C 21 03 m-25.csv,1,PSY109 36C 21,ROIs 1,ROIs,Object,233730,278.3,248,2712,535.22,125000000,204.31,1e-6,29963.12,564.7,132000000,937.22,311.74,6695.17,610.36,143000000,145.46,5,NA,NA,NA,NA,510.7
PSY109 36C 21 03 m-25.csv,3,PSY109 36C 21,Mito 2,Mito,Object,75,0.0893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,583.73,684.19,629.19,47188.95,25.4,NA,77.25,47.94,0.292,1,510.7
PSY109 36C 21 03 m-25.csv,5,PSY109 36C 21,Mito 4,Mito,Object,597,0.711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480.34,1264.94,793.3,473598.38,153.47,NA,78.69,48.66,1.86,1,510.7
PSY109 36C 21 03 m-25.csv,20,PSY109 36C 21,Mito 19,Mito,Object,1450,1.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,426.19,1195.43,723.77,1049464.75,97.93,NA,77.34,45.44,1.53,1,510.7
PSY109 36C 21 03 m-25.csv,23,PSY109 36C 21,Mito 22,Mito,Object,973,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502.49,4094.25,755.3,734905.06,269.72,NA,73.34,47.91,1.37,1,510.7
PSY109 36C 21 03 m-25.csv,49,PSY109 36C 21,Mito 48,Mito,Object,2079,2.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,469.54,1184.46,713.01,1482355.88,114.9,NA,77.2,48.58,2.88,1,510.7
PSY109 36C 21 03 m-35.csv,1,PSY109 36C 21,ROIs 1,ROIs,Object,233730,278.3,248,2712,535.22,125000000,204.31,1e-6,29963.12,564.7,132000000,937.22,311.74,6695.17,610.36,143000000,145.46,4,NA,NA,NA,NA,510.7
PSY109 36C 21 03 m-35.csv,3,PSY109 36C 21,Mito 2,Mito,Object,841,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,456.17,1264.94,754.53,634557,148.45,NA,78.45,48.54,1.58,1,510.7
PSY109 36C 21 03 m-35.csv,18,PSY109 36C 21,Mito 17,Mito,Object,1797,2.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420.97,1217.61,714.9,1284671.88,98.41,NA,77.3,45.46,1.47,1,510.7
PSY109 36C 21 03 m-35.csv,37,PSY109 36C 21,Mito 36,Mito,Object,12,0.0143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,607.63,789.33,723.04,8676.47,46.46,NA,77.25,48.13,2.4,1,510.7
PSY109 36C 21 03 m-35.csv,46,PSY109 36C 21,Mito 45,Mito,Object,3640,4.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,437.28,4094.25,721.89,2627666.75,184.93,NA,75.95,48.35,2.36,1,510.7
PSY109 36C 21 03 m-50.csv,1,PSY109 36C 21,ROIs 1,ROIs,Object,233730,278.3,248,2712,535.22,125000000,204.31,1e-6,29963.12,564.7,132000000,937.22,311.74,6695.17,610.36,143000000,145.46,2,NA,NA,NA,NA,510.7
PSY109 36C 21 03 m-50.csv,4,PSY109 36C 21,Mito 3,Mito,Object,1104,1.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,417.9,1264.94,737.29,813963,140.65,NA,78.38,48.5,1.47,1,510.7
PSY109 36C 21 03 m-50.csv,39,PSY109 36C 21,Mito 38,Mito,Object,7635,9.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412.13,4215.87,708.44,5408902.5,168.39,NA,76.4,47.38,2.01,1,510.7
PSY109 36C 21 04 m-25.csv,1,PSY109 36C 21,ROIs 1,ROIs,Object,295008,351.27,239,2677,501.86,148000000,219.51,1e-6,27256.71,530.03,156000000,980.15,321.4,5232.63,585.16,173000000,100.53,5,NA,NA,NA,NA,510.7
PSY109 36C 21 04 m-25.csv,8,PSY109 36C 21,Mito 7,Mito,Object,186,0.221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,590.74,888.35,706.43,131396.66,68.32,NA,67.87,17.96,1.06,1,510.7
PSY109 36C 21 04 m-25.csv,16,PSY109 36C 21,Mito 15,Mito,Object,157,0.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,551.48,777.44,654.05,102686.16,51.73,NA,66.55,17.33,0.868,1,510.7
PSY109 36C 21 04 m-25.csv,22,PSY109 36C 21,Mito 21,Mito,Object,4094,4.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,417.02,2694.58,750.79,3073741,199.38,NA,68.28,14.61,2.42,1,510.7
PSY109 36C 21 04 m-25.csv,32,PSY109 36C 21,Mito 31,Mito,Object,1288,1.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,423.11,1276.96,756.16,973939.06,135.02,NA,69.09,19.69,2.23,1,510.7
PSY109 36C 21 04 m-25.csv,36,PSY109 36C 21,Mito 35,Mito,Object,428,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415.82,1073.4,690.99,295741.84,117.29,NA,68.93,21.21,3.03,1,510.7
PSY109 36C 21 04 m-35.csv,1,PSY109 36C 21,ROIs 1,ROIs,Object,295008,351.27,239,2677,501.86,148000000,219.51,1e-6,27256.71,530.03,156000000,980.15,321.4,5232.63,585.16,173000000,100.53,5,NA,NA,NA,NA,510.7
PSY109 36C 21 04 m-35.csv,4,PSY109 36C 21,Mito 3,Mito,Object,237,0.282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,549,888.35,699.72,165834.22,68.14,NA,67.86,17.95,1.04,1,510.7
PSY109 36C 21 04 m-35.csv,5,PSY109 36C 21,Mito 4,Mito,Object,11,0.0131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,610.97,651.15,627.42,6901.65,14.5,NA,69.25,20.63,0.3,1,510.7
PSY109 36C 21 04 m-35.csv,20,PSY109 36C 21,Mito 19,Mito,Object,4881,5.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,417.02,2694.58,739.9,3611443.5,192,NA,68.18,14.73,2.35,1,510.7
PSY109 36C 21 04 m-35.csv,31,PSY109 36C 21,Mito 30,Mito,Object,1497,1.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,423.11,1276.96,749.23,1121598.88,134.98,NA,69.07,19.71,2.21,1,510.7
PSY109 36C 21 04 m-35.csv,35,PSY109 36C 21,Mito 34,Mito,Object,493,0.587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415.82,1073.4,685.09,337748.41,116.21,NA,68.92,21.2,3.06,1,510.7
PSY109 36C 21 04 m-50.csv,1,PSY109 36C 21,ROIs 1,ROIs,Object,295008,351.27,239,2677,501.86,148000000,219.51,1e-6,27256.71,530.03,156000000,980.15,321.4,5232.63,585.16,173000000,100.53,4,NA,NA,NA,NA,510.7
PSY109 36C 21 04 m-50.csv,6,PSY109 36C 21,Mito 5,Mito,Object,368,0.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,541.47,888.35,692.06,254678.02,68.16,NA,67.87,17.96,1.06,1,510.7
PSY109 36C 21 04 m-50.csv,21,PSY109 36C 21,Mito 20,Mito,Object,2050,2.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,423.11,1276.96,732.94,1502524.25,131.47,NA,69.06,19.78,2.09,1,510.7
PSY109 36C 21 04 m-50.csv,25,PSY109 36C 21,Mito 24,Mito,Object,6313,7.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,414.03,2694.58,724.96,4576694,181.65,NA,68.11,14.76,2.33,1,510.7
PSY109 36C 21 04 m-50.csv,28,PSY109 36C 21,Mito 27,Mito,Object,636,0.757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415.82,1073.4,677.7,431019.47,113.69,NA,68.92,21.2,3.08,1,510.7
PSY109 36C 21 05 m-25.csv,1,PSY109 36C 21,ROIs 1,ROIs,Object,253722,302.11,238,2546,536.38,136000000,201.17,1e-6,25723.96,561.28,142000000,1037.89,317.33,3705.85,600.09,152000000,111.65,5,NA,NA,NA,NA,510.7
PSY109 36C 21 05 m-25.csv,26,PSY109 36C 21,Mito 25,Mito,Object,883,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,454.05,1245.36,759.78,670885.38,120.65,NA,37.31,14.35,2.54,1,510.7
PSY109 36C 21 05 m-25.csv,27,PSY109 36C 21,Mito 26,Mito,Object,390,0.464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,467.72,1050.86,779.1,303848.5,118.29,NA,36.11,16.12,1.81,1,510.7
PSY109 36C 21 05 m-25.csv,35,PSY109 36C 21,Mito 34,Mito,Object,547,0.651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442.53,965.25,674.16,368764.78,105.09,NA,35.58,19.5,3.14,1,510.7
PSY109 36C 21 05 m-25.csv,48,PSY109 36C 21,Mito 47,Mito,Object,1207,1.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,416.89,3179.01,759.88,917179.13,269.08,NA,35.56,20.94,2.2,1,510.7
PSY109 36C 21 05 m-25.csv,50,PSY109 36C 21,Mito 49,Mito,Object,2992,3.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,482.11,1706.24,759.72,2273073.5,136.98,NA,39.09,17.27,2.33,1,510.7
PSY109 36C 21 05 m-35.csv,1,PSY109 36C 21,ROIs 1,ROIs,Object,253722,302.11,238,2546,536.38,136000000,201.17,1e-6,25723.96,561.28,142000000,1037.89,317.33,3705.85,600.09,152000000,111.65,5,NA,NA,NA,NA,510.7
PSY109 36C 21 05 m-35.csv,24,PSY109 36C 21,Mito 23,Mito,Object,982,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441.02,1245.36,754.46,740879.25,122.72,NA,37.3,14.36,2.54,1,510.7
PSY109 36C 21 05 m-35.csv,28,PSY109 36C 21,Mito 27,Mito,Object,445,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,467.72,1050.86,776.47,345530.75,116.14,NA,36.11,16.12,1.8,1,510.7
PSY109 36C 21 05 m-35.csv,34,PSY109 36C 21,Mito 33,Mito,Object,598,0.712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442.53,974.79,674.57,403390.19,106.18,NA,35.58,19.49,3.11,1,510.7
PSY109 36C 21 05 m-35.csv,45,PSY109 36C 21,Mito 44,Mito,Object,1361,1.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,416.89,3179.01,757.68,1031199.44,265.21,NA,35.57,20.93,2.18,1,510.7
PSY109 36C 21 05 m-35.csv,48,PSY109 36C 21,Mito 47,Mito,Object,3489,4.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,479.74,1706.24,753.11,2627585,135.83,NA,39.06,17.27,2.29,1,510.7
PSY109 36C 21 05 m-50.csv,1,PSY109 36C 21,ROIs 1,ROIs,Object,253722,302.11,238,2546,536.38,136000000,201.17,1e-6,25723.96,561.28,142000000,1037.89,317.33,3705.85,600.09,152000000,111.65,4,NA,NA,NA,NA,510.7
PSY109 36C 21 05 m-50.csv,18,PSY109 36C 21,Mito 17,Mito,Object,1237,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,426.7,1352.13,741.3,916993.06,130.05,NA,37.31,14.35,2.53,1,510.7
PSY109 36C 21 05 m-50.csv,31,PSY109 36C 21,Mito 30,Mito,Object,733,0.873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,438.39,987.52,671.6,492285.81,110.31,NA,35.58,19.49,3.1,1,510.7
PSY109 36C 21 05 m-50.csv,34,PSY109 36C 21,Mito 33,Mito,Object,1761,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395.09,3179.01,746.03,1313755.25,259.77,NA,35.59,20.9,2.17,1,510.7
PSY109 36C 21 05 m-50.csv,38,PSY109 36C 21,Mito 37,Mito,Object,5329,6.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,431.78,1706.24,742.31,3955760.75,135.41,NA,38.74,17.15,2.23,1,510.7
PSY109 36C 21 06 m-25.csv,1,PSY109 36C 21,ROIs 1,ROIs,Object,238644,284.15,254,2104,585.86,140000000,193.09,1e-6,25178.15,607.36,145000000,1003.02,322.46,1638.09,586.14,140000000,90.46,7,NA,NA,NA,NA,510.7
PSY109 36C 21 06 m-25.csv,2,PSY109 36C 21,Mito 1,Mito,Object,334,0.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,507.86,852.46,678.35,226570.2,75.06,NA,31.76,13.3,1.08,1,510.7
PSY109 36C 21 06 m-25.csv,4,PSY109 36C 21,Mito 3,Mito,Object,419,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,455.79,923.22,680.75,285234.09,92.57,NA,34.68,13.77,1.4,1,510.7
PSY109 36C 21 06 m-25.csv,13,PSY109 36C 21,Mito 12,Mito,Object,1000,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410.28,968.14,671.26,671264.44,99.37,NA,35.44,12.12,2.28,1,510.7
PSY109 36C 21 06 m-25.csv,14,PSY109 36C 21,Mito 13,Mito,Object,269,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,573.98,903.41,719.41,193521.91,71.36,NA,28.29,11.81,1.38,1,510.7
PSY109 36C 21 06 m-25.csv,24,PSY109 36C 21,Mito 23,Mito,Object,3062,3.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,373.3,1086.78,665.61,2038091.88,110.55,NA,29.38,11.52,2.56,1,510.7
PSY109 36C 21 06 m-25.csv,30,PSY109 36C 21,Mito 29,Mito,Object,878,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388.85,892.07,686.89,603089,108.39,NA,32.89,11.27,2.1,1,510.7
PSY109 36C 21 06 m-25.csv,46,PSY109 36C 21,Mito 45,Mito,Object,710,0.845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,438,972.84,626.68,444940.25,88.52,NA,32.02,12.66,3.05,1,510.7
PSY109 36C 21 06 m-35.csv,1,PSY109 36C 21,ROIs 1,ROIs,Object,238644,284.15,254,2104,585.86,140000000,193.09,1e-6,25178.15,607.36,145000000,1003.02,322.46,1638.09,586.14,140000000,90.46,7,NA,NA,NA,NA,510.7
PSY109 36C 21 06 m-35.csv,2,PSY109 36C 21,Mito 1,Mito,Object,427,0.508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,498.29,852.46,674.32,287935.31,74.69,NA,31.72,13.29,1.06,1,510.7
PSY109 36C 21 06 m-35.csv,12,PSY109 36C 21,Mito 11,Mito,Object,1183,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410.28,1010.24,668.91,791324.5,100.39,NA,35.45,12.13,2.26,1,510.7
PSY109 36C 21 06 m-35.csv,13,PSY109 36C 21,Mito 12,Mito,Object,326,0.388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,558.78,903.41,712.13,232153.91,73.66,NA,28.3,11.81,1.43,1,510.7
PSY109 36C 21 06 m-35.csv,22,PSY109 36C 21,Mito 21,Mito,Object,3488,4.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,373.3,1086.78,664.52,2317854.25,109.64,NA,29.39,11.51,2.54,1,510.7
PSY109 36C 21 06 m-35.csv,27,PSY109 36C 21,Mito 26,Mito,Object,529,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,454.55,923.22,673.44,356248.78,90.03,NA,34.69,13.71,1.33,1,510.7
PSY109 36C 21 06 m-35.csv,39,PSY109 36C 21,Mito 38,Mito,Object,1062,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388.85,892.07,685.24,727723.31,106.64,NA,32.88,11.27,2.03,1,510.7
PSY109 36C 21 06 m-35.csv,44,PSY109 36C 21,Mito 43,Mito,Object,810,0.964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,438,972.84,625.08,506312.38,89.57,NA,32.02,12.65,3.06,1,510.7
PSY109 36C 21 06 m-50.csv,1,PSY109 36C 21,ROIs 1,ROIs,Object,238644,284.15,254,2104,585.86,140000000,193.09,1e-6,25178.15,607.36,145000000,1003.02,322.46,1638.09,586.14,140000000,90.46,7,NA,NA,NA,NA,510.7
PSY109 36C 21 06 m-50.csv,2,PSY109 36C 21,Mito 1,Mito,Object,593,0.706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,498.29,852.46,675.16,400371.31,73.45,NA,31.69,13.3,1.06,1,510.7
PSY109 36C 21 06 m-50.csv,12,PSY109 36C 21,Mito 11,Mito,Object,1515,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,396.98,1010.24,662.65,1003907.19,101.76,NA,35.46,12.14,2.23,1,510.7
PSY109 36C 21 06 m-50.csv,13,PSY109 36C 21,Mito 12,Mito,Object,439,0.523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,457.93,903.41,699.38,307027.97,79.48,NA,28.31,11.82,1.43,1,510.7
PSY109 36C 21 06 m-50.csv,23,PSY109 36C 21,Mito 22,Mito,Object,1373,1.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388.85,892.07,681.47,935658,106.54,NA,32.87,11.27,1.99,1,510.7
PSY109 36C 21 06 m-50.csv,24,PSY109 36C 21,Mito 23,Mito,Object,759,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,418.8,923.22,660.97,501672.47,89.91,NA,34.7,13.65,1.27,1,510.7
PSY109 36C 21 06 m-50.csv,26,PSY109 36C 21,Mito 25,Mito,Object,4390,5.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,373.3,1149.83,660.03,2897545.5,108.17,NA,29.39,11.5,2.52,1,510.7
PSY109 36C 21 06 m-50.csv,37,PSY109 36C 21,Mito 36,Mito,Object,1001,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412.75,985.89,624.13,624751.81,92.65,NA,32.02,12.65,3.07,1,510.7
PSY109 36C 4 01 m-25.csv,1,PSY109 36C 4,ROIs 1,ROIs,Object,147378,175.48,230,2053,484.96,71472413,171.4,1e-6,23518.42,537.54,79220960,980.97,231.42,7765.95,571.94,84291448,151.11,4,NA,NA,NA,NA,516.22
PSY109 36C 4 01 m-25.csv,6,PSY109 36C 4,Mito 5,Mito,Object,290,0.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,483.06,1021.31,734.31,212950.84,122.41,NA,7.18,52.12,1.69,1,516.22
PSY109 36C 4 01 m-25.csv,28,PSY109 36C 4,Mito 27,Mito,Object,2245,2.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,399.14,4693.54,733.04,1645670.38,318.96,NA,6.3,53.78,2.77,1,516.22
PSY109 36C 4 01 m-25.csv,34,PSY109 36C 4,Mito 33,Mito,Object,1469,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340.02,1449.78,672.47,987857.25,176.21,NA,5.15,50.84,2.85,1,516.22
PSY109 36C 4 01 m-25.csv,35,PSY109 36C 4,Mito 34,Mito,Object,29,0.0345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,580.59,771.6,683.06,19808.61,51.07,NA,6.41,53.54,2.1,1,516.22
PSY109 36C 4 01 m-35.csv,1,PSY109 36C 4,ROIs 1,ROIs,Object,147378,175.48,230,2053,484.96,71472413,171.4,1e-6,23518.42,537.54,79220960,980.97,231.42,7765.95,571.94,84291448,151.11,3,NA,NA,NA,NA,516.22
PSY109 36C 4 01 m-35.csv,4,PSY109 36C 4,Mito 3,Mito,Object,331,0.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,483.06,1021.31,726.87,240594.92,121.84,NA,7.18,52.12,1.69,1,516.22
PSY109 36C 4 01 m-35.csv,22,PSY109 36C 4,Mito 21,Mito,Object,2666,3.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,399.14,4693.54,725.81,1935008.88,302.62,NA,6.29,53.78,2.73,1,516.22
PSY109 36C 4 01 m-35.csv,28,PSY109 36C 4,Mito 27,Mito,Object,1646,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340.02,1449.78,667.78,1099161.13,176.4,NA,5.14,50.84,2.86,1,516.22
PSY109 36C 4 01 m-50.csv,1,PSY109 36C 4,ROIs 1,ROIs,Object,147378,175.48,230,2053,484.96,71472413,171.4,1e-6,23518.42,537.54,79220960,980.97,231.42,7765.95,571.94,84291448,151.11,3,NA,NA,NA,NA,516.22
PSY109 36C 4 01 m-50.csv,3,PSY109 36C 4,Mito 2,Mito,Object,422,0.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,483.06,1021.31,711.48,300245.06,122.61,NA,7.16,52.1,1.64,1,516.22
PSY109 36C 4 01 m-50.csv,9,PSY109 36C 4,Mito 8,Mito,Object,16,0.0191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529.54,610.53,567.36,9077.68,25.7,NA,4.42,52.21,1.2,1,516.22
PSY109 36C 4 01 m-50.csv,25,PSY109 36C 4,Mito 24,Mito,Object,5728,6.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340.02,4693.54,697.6,3995831,269.64,NA,5.87,52.67,2.76,1,516.22
PSY109 36C 4 02 m-25.csv,1,PSY109 36C 4,ROIs 1,ROIs,Object,190365,226.67,245,1978,499.86,95154910,184.61,6.08,27182.03,547.94,104000000,1012.78,294.07,1480.07,579.67,110000000,94.33,4,NA,NA,NA,NA,516.22
PSY109 36C 4 02 m-25.csv,11,PSY109 36C 4,Mito 10,Mito,Object,108,0.129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,643.98,879.78,748.52,80840.47,51.65,NA,62.11,35.23,1.48,1,516.22
PSY109 36C 4 02 m-25.csv,21,PSY109 36C 4,Mito 20,Mito,Object,1913,2.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,399.5,1309.01,725.46,1387808.5,164.95,NA,64.56,38.08,2.34,1,516.22
PSY109 36C 4 02 m-25.csv,44,PSY109 36C 4,Mito 43,Mito,Object,3135,3.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385.39,1480.07,721.77,2262761.25,150.49,NA,61.64,34.2,2.83,1,516.22
PSY109 36C 4 02 m-25.csv,45,PSY109 36C 4,Mito 44,Mito,Object,424,0.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439.6,1340.66,668.71,283533.03,155.51,NA,62.89,37.9,3.37,1,516.22
PSY109 36C 4 02 m-35.csv,1,PSY109 36C 4,ROIs 1,ROIs,Object,190365,226.67,245,1978,499.86,95154910,184.61,6.08,27182.03,547.94,104000000,1012.78,294.07,1480.07,579.67,110000000,94.33,4,NA,NA,NA,NA,516.22
PSY109 36C 4 02 m-35.csv,7,PSY109 36C 4,Mito 6,Mito,Object,125,0.149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,629.47,879.78,744.43,93053.31,53.24,NA,62.11,35.23,1.48,1,516.22
PSY109 36C 4 02 m-35.csv,16,PSY109 36C 4,Mito 15,Mito,Object,2155,2.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,384.59,1309.01,724.25,1560758.5,165.75,NA,64.55,38.07,2.33,1,516.22
PSY109 36C 4 02 m-35.csv,39,PSY109 36C 4,Mito 38,Mito,Object,489,0.582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397.85,1340.66,665.36,325362.16,158.52,NA,62.89,37.91,3.4,1,516.22
PSY109 36C 4 02 m-35.csv,45,PSY109 36C 4,Mito 44,Mito,Object,3563,4.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385.39,1480.07,715.25,2548433,150.49,NA,61.64,34.21,2.84,1,516.22
PSY109 36C 4 02 m-50.csv,1,PSY109 36C 4,ROIs 1,ROIs,Object,190365,226.67,245,1978,499.86,95154910,184.61,6.08,27182.03,547.94,104000000,1012.78,294.07,1480.07,579.67,110000000,94.33,5,NA,NA,NA,NA,516.22
PSY109 36C 4 02 m-50.csv,7,PSY109 36C 4,Mito 6,Mito,Object,166,0.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,595.09,879.78,739.93,122828.79,55.23,NA,62.12,35.24,1.45,1,516.22
PSY109 36C 4 02 m-50.csv,20,PSY109 36C 4,Mito 19,Mito,Object,11,0.0131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,547.03,681.91,616.33,6779.63,43.15,NA,61.99,31.7,1.8,1,516.22
PSY109 36C 4 02 m-50.csv,32,PSY109 36C 4,Mito 31,Mito,Object,644,0.767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397.85,1340.66,650.12,418679,155.74,NA,62.89,37.9,3.41,1,516.22
PSY109 36C 4 02 m-50.csv,41,PSY109 36C 4,Mito 40,Mito,Object,4535,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385.39,1480.07,703.77,3191610.75,148.18,NA,61.63,34.24,2.85,1,516.22
PSY109 36C 4 02 m-50.csv,42,PSY109 36C 4,Mito 41,Mito,Object,2748,3.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,384.59,1309.01,717.81,1972545.88,163.12,NA,64.55,38.07,2.29,1,516.22
PSY109 36C 4 03 m-25.csv,1,PSY109 36C 4,ROIs 1,ROIs,Object,225057,267.98,225,2364,456.51,103000000,152.71,5.61,30273.28,484.88,109000000,892.32,288.98,2563.25,585.19,132000000,102.56,8,NA,NA,NA,NA,516.22
