filename,ID,Item Name,Name,Population,Type,Voxel Count,Volume (µm³),Min (mCherry double),Max (mCherry double),Mean (mCherry double),Sum (mCherry double),Standard Deviation (mCherry double),"Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))","Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))",Number of contained Mito,Centroid X (µm),Centroid Y (µm),Centroid Z (µm),Compartment ROIs ID,ExtracellularBackground
PSY109 25C 18 06 m-35.csv,27,PSY109 25C 18,Mito 26,Mito,Object,294,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405.86,1236.66,641.55,188616.63,134.75,NA,26.54,28.51,3.56,1,535.63
PSY109 25C 18 06 m-35.csv,29,PSY109 25C 18,Mito 28,Mito,Object,841,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412.78,1196.39,692.63,582498.13,142.44,NA,28.32,29.8,2.89,1,535.63
PSY109 25C 18 06 m-50.csv,1,PSY109 25C 18,ROIs 1,ROIs,Object,169386,201.69,223,1931,393.56,66663425,120.51,1e-6,23262.31,418.4,70870432,766.84,262.23,2640.66,583.61,98854664,106.08,6,NA,NA,NA,NA,535.63
PSY109 25C 18 06 m-50.csv,3,PSY109 25C 18,Mito 2,Mito,Object,180,0.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,549.67,1034.22,724.02,130323.34,108.25,NA,29.06,28.67,1.05,1,535.63
PSY109 25C 18 06 m-50.csv,5,PSY109 25C 18,Mito 4,Mito,Object,467,0.556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,553.59,945.63,729.84,340833.69,79.7,NA,27.52,28.18,0.995,1,535.63
PSY109 25C 18 06 m-50.csv,16,PSY109 25C 18,Mito 15,Mito,Object,153,0.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,513.85,947.51,718.07,109865.38,91.86,NA,26.54,29.53,1.82,1,535.63
PSY109 25C 18 06 m-50.csv,24,PSY109 25C 18,Mito 23,Mito,Object,1453,1.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372.81,1125.42,711.04,1033143.69,135.51,NA,24.01,29.89,2.99,1,535.63
PSY109 25C 18 06 m-50.csv,26,PSY109 25C 18,Mito 25,Mito,Object,366,0.436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,384.36,1236.66,634.49,232222.44,137.34,NA,26.54,28.52,3.57,1,535.63
PSY109 25C 18 06 m-50.csv,27,PSY109 25C 18,Mito 26,Mito,Object,1052,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410.58,1196.39,688.61,724420.25,141.94,NA,28.32,29.79,2.89,1,535.63
PSY109 25C 2 01 m-25.csv,1,PSY109 25C 2,ROIs 1,ROIs,Object,167496,199.44,219,2057,409.7,68623625,153.43,1e-6,22322.7,432.79,72490720,806.03,284.06,7082.39,592.96,99317776,118.26,6,NA,NA,NA,NA,534.55
PSY109 25C 2 01 m-25.csv,3,PSY109 25C 2,Mito 2,Mito,Object,92,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,576.48,811.72,677.13,62295.84,53.96,NA,9.49,13.42,1.44,1,534.55
PSY109 25C 2 01 m-25.csv,4,PSY109 25C 2,Mito 3,Mito,Object,310,0.369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,537.58,1081.82,765.91,237433.22,89.55,NA,8.81,14.4,1.69,1,534.55
PSY109 25C 2 01 m-25.csv,5,PSY109 25C 2,Mito 4,Mito,Object,620,0.738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,553.17,925.17,733.11,454526.72,70.86,NA,10.64,13.35,1.49,1,534.55
PSY109 25C 2 01 m-25.csv,6,PSY109 25C 2,Mito 5,Mito,Object,249,0.296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,577.45,1015.92,750.53,186883.02,75.47,NA,8.52,13.31,1.59,1,534.55
PSY109 25C 2 01 m-25.csv,14,PSY109 25C 2,Mito 13,Mito,Object,482,0.574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,499.49,1239.33,818.47,394503.31,146.54,NA,10.98,11.5,2.36,1,534.55
PSY109 25C 2 01 m-25.csv,29,PSY109 25C 2,Mito 28,Mito,Object,331,0.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,470.28,1076.33,698.11,231074.75,141.79,NA,7.01,11.9,3.03,1,534.55
PSY109 25C 2 01 m-35.csv,1,PSY109 25C 2,ROIs 1,ROIs,Object,167496,199.44,219,2057,409.7,68623625,153.43,1e-6,22322.7,432.79,72490720,806.03,284.06,7082.39,592.96,99317776,118.26,4,NA,NA,NA,NA,534.55
PSY109 25C 2 01 m-35.csv,2,PSY109 25C 2,Mito 1,Mito,Object,1210,1.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,537.58,1081.82,735.32,889732.75,79.42,NA,9.94,13.68,1.55,1,534.55
PSY109 25C 2 01 m-35.csv,6,PSY109 25C 2,Mito 5,Mito,Object,289,0.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,549.75,1015.92,746.4,215708.39,77.05,NA,8.54,13.31,1.58,1,534.55
PSY109 25C 2 01 m-35.csv,13,PSY109 25C 2,Mito 12,Mito,Object,536,0.638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,499.49,1239.33,811.96,435208.56,145.47,NA,10.98,11.5,2.36,1,534.55
PSY109 25C 2 01 m-35.csv,28,PSY109 25C 2,Mito 27,Mito,Object,373,0.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,461.49,1076.33,696.3,259719.42,143.49,NA,7.01,11.9,3.04,1,534.55
PSY109 25C 2 01 m-50.csv,1,PSY109 25C 2,ROIs 1,ROIs,Object,167496,199.44,219,2057,409.7,68623625,153.43,1e-6,22322.7,432.79,72490720,806.03,284.06,7082.39,592.96,99317776,118.26,4,NA,NA,NA,NA,534.55
PSY109 25C 2 01 m-50.csv,2,PSY109 25C 2,Mito 1,Mito,Object,1664,1.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,537.58,1081.82,730,1214723.38,78.58,NA,9.9,13.68,1.52,1,534.55
PSY109 25C 2 01 m-50.csv,5,PSY109 25C 2,Mito 4,Mito,Object,363,0.432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,549.75,1047.95,748.42,271674.72,80.72,NA,8.54,13.31,1.57,1,534.55
PSY109 25C 2 01 m-50.csv,13,PSY109 25C 2,Mito 12,Mito,Object,637,0.758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,499.49,1239.33,796.59,507426.56,148.34,NA,10.98,11.5,2.39,1,534.55
PSY109 25C 2 01 m-50.csv,25,PSY109 25C 2,Mito 24,Mito,Object,446,0.531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,424.96,1076.33,688.42,307036,144.94,NA,7.01,11.9,3.06,1,534.55
PSY109 25C 2 02 m-25.csv,1,PSY109 25C 2,ROIs 1,ROIs,Object,161994,192.89,223,1918,433.01,70144485,158.61,4.83,26785.27,464.27,75208920,980.8,269.87,4840.87,599.13,97055944,106.05,4,NA,NA,NA,NA,534.55
PSY109 25C 2 02 m-25.csv,20,PSY109 25C 2,Mito 19,Mito,Object,872,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,507.72,1182.47,799.65,697296.94,102.29,NA,52.1,49.6,2.03,1,534.55
PSY109 25C 2 02 m-25.csv,21,PSY109 25C 2,Mito 20,Mito,Object,655,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,518.63,1732.28,795.63,521136.19,108.57,NA,52.58,52.08,1.85,1,534.55
PSY109 25C 2 02 m-25.csv,24,PSY109 25C 2,Mito 23,Mito,Object,407,0.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,453.52,1036.41,746.07,303651.53,115.94,NA,51.67,54.41,2.82,1,534.55
PSY109 25C 2 02 m-25.csv,32,PSY109 25C 2,Mito 31,Mito,Object,603,0.718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,453.82,1281.85,684.59,412808.38,105.37,NA,52.79,51.54,3.49,1,534.55
PSY109 25C 2 02 m-35.csv,1,PSY109 25C 2,ROIs 1,ROIs,Object,161994,192.89,223,1918,433.01,70144485,158.61,4.83,26785.27,464.27,75208920,980.8,269.87,4840.87,599.13,97055944,106.05,3,NA,NA,NA,NA,534.55
PSY109 25C 2 02 m-35.csv,19,PSY109 25C 2,Mito 18,Mito,Object,968,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,507.72,1182.47,796.75,771253.69,102.2,NA,52.1,49.6,2.03,1,534.55
PSY109 25C 2 02 m-35.csv,20,PSY109 25C 2,Mito 19,Mito,Object,1413,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,453.82,1889.8,741.85,1048230.75,126.04,NA,52.68,51.83,2.63,1,534.55
PSY109 25C 2 02 m-35.csv,22,PSY109 25C 2,Mito 21,Mito,Object,446,0.531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,453.52,1036.41,743.74,331709.91,116.2,NA,51.67,54.4,2.81,1,534.55
PSY109 25C 2 02 m-50.csv,1,PSY109 25C 2,ROIs 1,ROIs,Object,161994,192.89,223,1918,433.01,70144485,158.61,4.83,26785.27,464.27,75208920,980.8,269.87,4840.87,599.13,97055944,106.05,3,NA,NA,NA,NA,534.55
PSY109 25C 2 02 m-50.csv,12,PSY109 25C 2,Mito 11,Mito,Object,1164,1.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,507.72,1182.47,793.22,923304.94,102.43,NA,52.11,49.6,2.03,1,534.55
PSY109 25C 2 02 m-50.csv,18,PSY109 25C 2,Mito 17,Mito,Object,536,0.638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442.46,1036.41,735.26,394099.19,119.35,NA,51.67,54.41,2.83,1,534.55
PSY109 25C 2 02 m-50.csv,30,PSY109 25C 2,Mito 29,Mito,Object,1709,2.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,453.82,1889.8,739.16,1263217.75,126.96,NA,52.67,51.84,2.62,1,534.55
PSY109 25C 2 03 m-25.csv,1,PSY109 25C 2,ROIs 1,ROIs,Object,187320,223.04,226,1698,389.89,73034015,118.01,9.27,29009.38,414.17,77582784,744.72,308.82,4080.81,600.39,112000000,115.02,6,NA,NA,NA,NA,534.55
PSY109 25C 2 03 m-25.csv,7,PSY109 25C 2,Mito 6,Mito,Object,114,0.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,619.14,1144.25,822.79,93797.52,120.7,NA,68.37,29.17,1.51,1,534.55
PSY109 25C 2 03 m-25.csv,13,PSY109 25C 2,Mito 12,Mito,Object,601,0.716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,577.58,1550.42,821.13,493496.78,125.88,NA,66.59,30.35,1.95,1,534.55
PSY109 25C 2 03 m-25.csv,17,PSY109 25C 2,Mito 16,Mito,Object,694,0.826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,463.45,2311.97,770.97,535055.38,227.72,NA,65.65,32.98,2.65,1,534.55
PSY109 25C 2 03 m-25.csv,18,PSY109 25C 2,Mito 17,Mito,Object,265,0.316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,615.16,3556.73,993.65,263316.59,379.23,NA,67.1,33.82,2.09,1,534.55
PSY109 25C 2 03 m-25.csv,25,PSY109 25C 2,Mito 24,Mito,Object,647,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412.43,1527.73,752.96,487163.88,184.43,NA,68.19,28.49,3.06,1,534.55
PSY109 25C 2 03 m-25.csv,35,PSY109 25C 2,Mito 34,Mito,Object,34,0.0405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351.89,694.43,523.42,17796.21,92.65,NA,66.95,28.54,3.36,1,534.55
PSY109 25C 2 03 m-35.csv,1,PSY109 25C 2,ROIs 1,ROIs,Object,187320,223.04,226,1698,389.89,73034015,118.01,9.27,29009.38,414.17,77582784,744.72,308.82,4080.81,600.39,112000000,115.02,6,NA,NA,NA,NA,534.55
PSY109 25C 2 03 m-35.csv,4,PSY109 25C 2,Mito 3,Mito,Object,129,0.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,619.14,1144.25,820.77,105879.6,117.8,NA,68.37,29.17,1.5,1,534.55
PSY109 25C 2 03 m-35.csv,12,PSY109 25C 2,Mito 11,Mito,Object,702,0.836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,577.58,1631.57,819.36,575191.38,129.18,NA,66.58,30.34,1.94,1,534.55
PSY109 25C 2 03 m-35.csv,16,PSY109 25C 2,Mito 15,Mito,Object,763,0.909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,451.53,2311.97,771.05,588307.38,230.73,NA,65.66,32.96,2.64,1,534.55
PSY109 25C 2 03 m-35.csv,17,PSY109 25C 2,Mito 16,Mito,Object,292,0.348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,615.16,3556.73,992.44,289791.59,407.29,NA,67.11,33.82,2.11,1,534.55
PSY109 25C 2 03 m-35.csv,24,PSY109 25C 2,Mito 23,Mito,Object,717,0.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412.43,1527.73,748.79,536885.81,181.69,NA,68.19,28.5,3.07,1,534.55
PSY109 25C 2 03 m-35.csv,33,PSY109 25C 2,Mito 32,Mito,Object,41,0.0488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327.39,694.43,514.13,21079.3,95.49,NA,66.95,28.53,3.36,1,534.55
PSY109 25C 2 03 m-50.csv,1,PSY109 25C 2,ROIs 1,ROIs,Object,187320,223.04,226,1698,389.89,73034015,118.01,9.27,29009.38,414.17,77582784,744.72,308.82,4080.81,600.39,112000000,115.02,5,NA,NA,NA,NA,534.55
PSY109 25C 2 03 m-50.csv,10,PSY109 25C 2,Mito 9,Mito,Object,894,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,548.57,1631.57,808.66,722941.75,132.1,NA,66.57,30.34,1.94,1,534.55
PSY109 25C 2 03 m-50.csv,11,PSY109 25C 2,Mito 10,Mito,Object,353,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,615.16,3556.73,986.77,348331.41,402.53,NA,67.09,33.81,2.11,1,534.55
PSY109 25C 2 03 m-50.csv,15,PSY109 25C 2,Mito 14,Mito,Object,911,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,451.53,3139.64,770.42,701848.81,242.28,NA,65.66,32.97,2.64,1,534.55
PSY109 25C 2 03 m-50.csv,22,PSY109 25C 2,Mito 21,Mito,Object,1072,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381.42,1527.73,757.64,812189.44,170,NA,68.2,28.63,2.8,1,534.55
PSY109 25C 2 03 m-50.csv,32,PSY109 25C 2,Mito 31,Mito,Object,50,0.0595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327.39,694.43,515.79,25789.34,90.56,NA,66.94,28.53,3.35,1,534.55
PSY109 25C 2 04 m-25.csv,1,PSY109 25C 2,ROIs 1,ROIs,Object,167139,199.01,226,1867,418.43,69936291,136.87,1e-6,29871.95,449.02,75049072,915.39,58.85,76876.4,632.87,106000000,778.03,5,NA,NA,NA,NA,534.55
PSY109 25C 2 04 m-25.csv,8,PSY109 25C 2,Mito 7,Mito,Object,370,0.441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,555.42,1029.11,719.03,266040.97,90.07,NA,76.66,13.26,1.93,1,534.55
PSY109 25C 2 04 m-25.csv,9,PSY109 25C 2,Mito 8,Mito,Object,951,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.11,1473.36,672.11,639178.31,175.94,NA,78.61,16.58,2.64,1,534.55
PSY109 25C 2 04 m-25.csv,31,PSY109 25C 2,Mito 30,Mito,Object,276,0.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313.39,1068.81,695.32,191909.66,144.52,NA,78.3,14.33,3.25,1,534.55
PSY109 25C 2 04 m-25.csv,33,PSY109 25C 2,Mito 32,Mito,Object,434,0.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441.46,927.89,616.26,267456.16,94.79,NA,77.64,12.92,3.65,1,534.55
PSY109 25C 2 04 m-25.csv,34,PSY109 25C 2,Mito 33,Mito,Object,734,0.874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,459.14,1043.15,694.06,509442.63,110.37,NA,81.2,16.15,2.79,1,534.55
PSY109 25C 2 04 m-35.csv,1,PSY109 25C 2,ROIs 1,ROIs,Object,167139,199.01,226,1867,418.43,69936291,136.87,1e-6,29871.95,449.02,75049072,915.39,58.85,76876.4,632.87,106000000,778.03,5,NA,NA,NA,NA,534.55
PSY109 25C 2 04 m-35.csv,5,PSY109 25C 2,Mito 4,Mito,Object,408,0.486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,555.42,1059.67,719.49,293551.22,89.86,NA,76.65,13.26,1.94,1,534.55
PSY109 25C 2 04 m-35.csv,10,PSY109 25C 2,Mito 9,Mito,Object,1070,1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.9,2383.24,675.05,722308.44,185.26,NA,78.61,16.58,2.66,1,534.55
PSY109 25C 2 04 m-35.csv,30,PSY109 25C 2,Mito 29,Mito,Object,307,0.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254.43,1068.81,689.93,211808.19,146.91,NA,78.31,14.32,3.25,1,534.55
PSY109 25C 2 04 m-35.csv,31,PSY109 25C 2,Mito 30,Mito,Object,492,0.586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415.93,929.4,615.07,302614.97,99.37,NA,77.63,12.92,3.66,1,534.55
PSY109 25C 2 04 m-35.csv,32,PSY109 25C 2,Mito 31,Mito,Object,851,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448.3,1043.15,690.79,587865.25,109.92,NA,81.18,16.13,2.78,1,534.55
PSY109 25C 2 04 m-50.csv,1,PSY109 25C 2,ROIs 1,ROIs,Object,167139,199.01,226,1867,418.43,69936291,136.87,1e-6,29871.95,449.02,75049072,915.39,58.85,76876.4,632.87,106000000,778.03,5,NA,NA,NA,NA,534.55
PSY109 25C 2 04 m-50.csv,4,PSY109 25C 2,Mito 3,Mito,Object,480,0.572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,555.42,1059.67,720.75,345958.13,89.78,NA,76.65,13.26,1.94,1,534.55
PSY109 25C 2 04 m-50.csv,27,PSY109 25C 2,Mito 26,Mito,Object,357,0.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254.43,1983.23,687.12,245300.25,166.92,NA,78.31,14.33,3.25,1,534.55
PSY109 25C 2 04 m-50.csv,28,PSY109 25C 2,Mito 27,Mito,Object,1330,1.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.9,2383.24,677.8,901472.19,185.12,NA,78.62,16.59,2.7,1,534.55
PSY109 25C 2 04 m-50.csv,29,PSY109 25C 2,Mito 28,Mito,Object,1088,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448.3,1043.15,686.19,746576,109.78,NA,81.18,16.12,2.78,1,534.55
PSY109 25C 2 04 m-50.csv,31,PSY109 25C 2,Mito 30,Mito,Object,621,0.739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415.93,961.29,621.48,385936.91,106.25,NA,77.62,12.93,3.66,1,534.55
PSY109 25C 2 05 m-25.csv,1,PSY109 25C 2,ROIs 1,ROIs,Object,250341,298.08,218,1748,389.13,97416246,123.63,2.13,28373.64,407.25,102000000,738.84,216.46,24926.41,639.74,160000000,365.36,5,NA,NA,NA,NA,534.55
PSY109 25C 2 05 m-25.csv,10,PSY109 25C 2,Mito 9,Mito,Object,990,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,494.33,1345.43,782.34,774514.31,129.28,NA,69.16,18.97,2.15,1,534.55
PSY109 25C 2 05 m-25.csv,11,PSY109 25C 2,Mito 10,Mito,Object,445,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249.37,983.06,684.47,304587.34,131.66,NA,65.84,18.58,1.91,1,534.55
PSY109 25C 2 05 m-25.csv,12,PSY109 25C 2,Mito 11,Mito,Object,122,0.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,618.71,919.49,755.19,92132.91,64.69,NA,65.55,20.25,1.96,1,534.55
PSY109 25C 2 05 m-25.csv,16,PSY109 25C 2,Mito 15,Mito,Object,997,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,482.81,1038.36,731.05,728852.94,93.74,NA,64.13,17.76,2.64,1,534.55
PSY109 25C 2 05 m-25.csv,23,PSY109 25C 2,Mito 22,Mito,Object,290,0.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,498.07,1283.49,858.19,248876.17,197.72,NA,63.63,21.29,2.69,1,534.55
PSY109 25C 2 05 m-35.csv,1,PSY109 25C 2,ROIs 1,ROIs,Object,250341,298.08,218,1748,389.13,97416246,123.63,2.13,28373.64,407.25,102000000,738.84,216.46,24926.41,639.74,160000000,365.36,5,NA,NA,NA,NA,534.55
PSY109 25C 2 05 m-35.csv,7,PSY109 25C 2,Mito 6,Mito,Object,542,0.645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246.11,983.06,683.33,370367.31,133.93,NA,65.84,18.59,1.91,1,534.55
PSY109 25C 2 05 m-35.csv,8,PSY109 25C 2,Mito 7,Mito,Object,135,0.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,618.71,934.3,757.88,102314.26,67.57,NA,65.55,20.26,1.96,1,534.55
PSY109 25C 2 05 m-35.csv,11,PSY109 25C 2,Mito 10,Mito,Object,1148,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,494.33,1345.43,780.13,895586.31,126.93,NA,69.14,18.97,2.16,1,534.55
PSY109 25C 2 05 m-35.csv,15,PSY109 25C 2,Mito 14,Mito,Object,1139,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,482.81,1038.36,729.12,830472.81,93.81,NA,64.12,17.76,2.62,1,534.55
PSY109 25C 2 05 m-35.csv,23,PSY109 25C 2,Mito 22,Mito,Object,324,0.386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,488.24,1283.49,856.05,277359.91,201.86,NA,63.63,21.29,2.68,1,534.55
PSY109 25C 2 05 m-50.csv,1,PSY109 25C 2,ROIs 1,ROIs,Object,250341,298.08,218,1748,389.13,97416246,123.63,2.13,28373.64,407.25,102000000,738.84,216.46,24926.41,639.74,160000000,365.36,5,NA,NA,NA,NA,534.55
PSY109 25C 2 05 m-50.csv,6,PSY109 25C 2,Mito 5,Mito,Object,756,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246.11,983.06,689.86,521537.03,126.4,NA,65.8,18.59,1.92,1,534.55
PSY109 25C 2 05 m-50.csv,7,PSY109 25C 2,Mito 6,Mito,Object,168,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,596.92,934.3,757.63,127281.18,70.23,NA,65.55,20.26,1.95,1,534.55
PSY109 25C 2 05 m-50.csv,9,PSY109 25C 2,Mito 8,Mito,Object,1462,1.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,494.33,1345.43,778.26,1137810.63,123.84,NA,69.1,18.98,2.17,1,534.55
PSY109 25C 2 05 m-50.csv,14,PSY109 25C 2,Mito 13,Mito,Object,1453,1.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,482.81,1118.5,725.12,1053597.88,97.98,NA,64.1,17.78,2.6,1,534.55
PSY109 25C 2 05 m-50.csv,20,PSY109 25C 2,Mito 19,Mito,Object,386,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,458.83,1283.49,845.82,326486.19,207.91,NA,63.65,21.29,2.67,1,534.55
PSY109 25C 2 06 m-25.csv,1,PSY109 25C 2,ROIs 1,ROIs,Object,154245,183.66,213,1899,392.59,60554775,131.77,0.647,23159.59,418.17,64500172,828.8,308.33,3043.94,605.24,93354576,108.63,2,NA,NA,NA,NA,534.55
PSY109 25C 2 06 m-25.csv,15,PSY109 25C 2,Mito 14,Mito,Object,1808,2.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,487.6,2319.83,821.77,1485753.63,155.74,NA,52.42,15.13,2.3,1,534.55
PSY109 25C 2 06 m-25.csv,30,PSY109 25C 2,Mito 29,Mito,Object,164,0.195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505.4,1369.07,813.66,133439.89,218.08,NA,53.96,13.32,3.33,1,534.55
PSY109 25C 2 06 m-35.csv,1,PSY109 25C 2,ROIs 1,ROIs,Object,154245,183.66,213,1899,392.59,60554775,131.77,0.647,23159.59,418.17,64500172,828.8,308.33,3043.94,605.24,93354576,108.63,2,NA,NA,NA,NA,534.55
PSY109 25C 2 06 m-35.csv,14,PSY109 25C 2,Mito 13,Mito,Object,2026,2.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,487.6,2507.22,820.42,1662169.38,161.36,NA,52.42,15.11,2.3,1,534.55
PSY109 25C 2 06 m-35.csv,29,PSY109 25C 2,Mito 28,Mito,Object,188,0.224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,482.49,1369.07,802.83,150932.42,220.45,NA,53.95,13.32,3.34,1,534.55
PSY109 25C 2 06 m-50.csv,1,PSY109 25C 2,ROIs 1,ROIs,Object,154245,183.66,213,1899,392.59,60554775,131.77,0.647,23159.59,418.17,64500172,828.8,308.33,3043.94,605.24,93354576,108.63,2,NA,NA,NA,NA,534.55
PSY109 25C 2 06 m-50.csv,19,PSY109 25C 2,Mito 18,Mito,Object,2478,2.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,453.09,2660.54,813.91,2016861.5,166.51,NA,52.41,15.12,2.32,1,534.55
PSY109 25C 2 06 m-50.csv,26,PSY109 25C 2,Mito 25,Mito,Object,231,0.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,482.49,1393.02,794.39,183504.09,223.93,NA,53.96,13.33,3.34,1,534.55
PSY109 25C 3 01 m-25.csv,1,PSY109 25C 3,ROIs 1,ROIs,Object,172557,205.46,227,1942,388.56,67048778,126.85,2.69,20827.12,413.41,71337560,748.23,289.53,16468.45,608.2,105000000,261.09,4,NA,NA,NA,NA,534.41
PSY109 25C 3 01 m-25.csv,2,PSY109 25C 3,Mito 1,Mito,Object,253,0.301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,493.89,941.56,704.88,178335.36,75.41,NA,9.47,31.73,1.23,1,534.41
PSY109 25C 3 01 m-25.csv,14,PSY109 25C 3,Mito 13,Mito,Object,871,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,524.5,1193.48,774.77,674824.44,134.59,NA,6.17,32.64,2.64,1,534.41
PSY109 25C 3 01 m-25.csv,25,PSY109 25C 3,Mito 24,Mito,Object,202,0.241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,594.27,1103.62,821.94,166031.44,109.6,NA,9.03,33.28,3,1,534.41
PSY109 25C 3 01 m-25.csv,34,PSY109 25C 3,Mito 33,Mito,Object,959,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,457.05,1236.28,729.73,699811.31,137.25,NA,11.43,32,2.72,1,534.41
