filename,Name,ID,Volume (µm³),Min (roGFP 470),Max (roGFP 470),Mean (roGFP 470),Sum (roGFP 470),Standard Deviation (roGFP 470),Min (mCherry double),Max (mCherry double),Mean (mCherry double),Sum (mCherry double),Standard Deviation (mCherry double),"Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))",Centroid X (µm),Centroid Y (µm),Centroid Z (µm),Item Name,Population,Type,Number of contained Mito,Compartment ROIs ID,"Min (roGFP 470 (DCI: 30 its, roGFP 470))","Max (roGFP 470 (DCI: 30 its, roGFP 470))","Mean (roGFP 470 (DCI: 30 its, roGFP 470))","Sum (roGFP 470 (DCI: 30 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 30 its, roGFP 470))","Min (mCherry double (DCI: 30 its, mCherry double))","Max (mCherry double (DCI: 30 its, mCherry double))","Mean (mCherry double (DCI: 30 its, mCherry double))","Sum (mCherry double (DCI: 30 its, mCherry double))","Standard Deviation (mCherry double (DCI: 30 its, mCherry double))","Min (mCherry double (DCI: 30 its, mCherry double) (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 30 its, mCherry double) (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 30 its, mCherry double) (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 30 its, mCherry double) (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 30 its, mCherry double) (DCI: 60 its, mCherry double))"
GTY029 II 36C 10 02 m-25.csv,Mito 10,11,0.417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,606.13,2074.66,981.52,343532.16,228.33,NA,NA,NA,NA,NA,38.26,47.22,1.9,GTY029 II 36C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 10 02 m-25.csv,Mito 13,14,0.0143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,764.47,1088.57,921.79,11061.51,102,NA,NA,NA,NA,NA,46.14,44.62,2.15,GTY029 II 36C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 10 02 m-25.csv,Mito 14,15,0.163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,597.11,1533.92,906.5,124189.84,239.61,NA,NA,NA,NA,NA,38.64,49.1,2.25,GTY029 II 36C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 10 02 m-25.csv,Mito 16,17,0.0274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,597.36,952.52,782.86,18005.75,105.68,NA,NA,NA,NA,NA,46.81,46.05,2.56,GTY029 II 36C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 10 02 m-25.csv,Mito 22,23,0.0155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,463.75,685.74,542.19,7048.44,65.08,NA,NA,NA,NA,NA,43.69,47.07,3.42,GTY029 II 36C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 10 02 m-35.csv,ROIs 1,1,476.19,419,996,595.4,238000000,51.6,189,2498,347.06,139000000,190.23,312.66,2711.49,592.42,237000000,123.54,6.56,12713.7,362.72,145000000,565.01,NA,NA,NA,GTY029 II 36C 10,ROIs,Object,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 10 02 m-35.csv,Mito 3,4,0.139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,674.42,1093.5,896.16,104850.26,107.32,NA,NA,NA,NA,NA,41.01,46.4,1.23,GTY029 II 36C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 10 02 m-35.csv,Mito 6,7,0.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,560.31,1175.22,840.15,116781.41,137.58,NA,NA,NA,NA,NA,46.44,45.57,1.81,GTY029 II 36C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 10 02 m-35.csv,Mito 9,10,5.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460.69,2711.49,1088.42,5184133.5,364.75,NA,NA,NA,NA,NA,39.66,43.67,2.45,GTY029 II 36C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 10 02 m-35.csv,Mito 10,11,0.498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,582.94,2074.66,968.59,404869.63,236.3,NA,NA,NA,NA,NA,38.27,47.21,1.9,GTY029 II 36C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 10 02 m-35.csv,Mito 12,13,0.188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,597.11,1533.92,901.97,142511.67,233.38,NA,NA,NA,NA,NA,38.64,49.11,2.26,GTY029 II 36C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 10 02 m-35.csv,Mito 13,14,0.0286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,675.83,1088.57,880.77,21138.52,108.16,NA,NA,NA,NA,NA,46.16,44.61,2.1,GTY029 II 36C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 10 02 m-35.csv,Mito 19,20,0.0202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,455.83,685.74,541.48,9205.22,71.16,NA,NA,NA,NA,NA,43.7,47.06,3.42,GTY029 II 36C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 10 02 m-50.csv,ROIs 1,1,476.19,419,996,595.4,238000000,51.6,189,2498,347.06,139000000,190.23,312.66,2711.49,592.42,237000000,123.54,6.56,12713.7,362.72,145000000,565.01,NA,NA,NA,GTY029 II 36C 10,ROIs,Object,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 10 02 m-50.csv,Mito 4,5,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,627.03,1093.5,872.54,153567.38,112.78,NA,NA,NA,NA,NA,41,46.4,1.22,GTY029 II 36C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 10 02 m-50.csv,Mito 7,8,0.377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,531.19,1175.22,810.75,257006.8,130.83,NA,NA,NA,NA,NA,46.35,45.49,1.76,GTY029 II 36C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 10 02 m-50.csv,Mito 9,10,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,619,1088.57,890.09,41834.13,112.54,NA,NA,NA,NA,NA,46.15,44.64,2.07,GTY029 II 36C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 10 02 m-50.csv,Mito 11,12,0.262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445.72,1599.65,876.37,192801,248.5,NA,NA,NA,NA,NA,38.64,49.1,2.3,GTY029 II 36C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 10 02 m-50.csv,Mito 16,17,0.0357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,451.19,706.23,537.01,16110.4,68.52,NA,NA,NA,NA,NA,43.7,47.06,3.44,GTY029 II 36C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 10 02 m-50.csv,Mito 17,18,0.0167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,599.55,755.38,650.89,9112.48,47,NA,NA,NA,NA,NA,42.66,50.01,3.49,GTY029 II 36C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 10 02 m-50.csv,Mito 18,19,7.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,406.74,2711.49,1037,6721818.5,356.29,NA,NA,NA,NA,NA,39.55,43.98,2.4,GTY029 II 36C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 10 03 m-25.csv,ROIs 1,1,283.98,442,1053,620.61,148000000,67.14,188,3912,539.12,129000000,420.85,306.55,2262.92,627.37,150000000,156.9,2.94,16147.5,587.96,140000000,1142.2,NA,NA,NA,GTY029 II 36C 10,ROIs,Object,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 10 03 m-25.csv,Mito 2,3,0.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,722.84,955.56,818.77,99890.29,53.75,NA,NA,NA,NA,NA,73.36,29.98,1.12,GTY029 II 36C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 10 03 m-25.csv,Mito 7,8,0.294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,701.03,1482.68,1069.16,264083.22,197.58,NA,NA,NA,NA,NA,74.41,29.06,2.16,GTY029 II 36C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 10 03 m-25.csv,Mito 21,22,10.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,478.93,2262.92,1075.23,9733015,330.54,NA,NA,NA,NA,NA,71.41,30.36,2.61,GTY029 II 36C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 10 03 m-35.csv,ROIs 1,1,283.98,442,1053,620.61,148000000,67.14,188,3912,539.12,129000000,420.85,306.55,2262.92,627.37,150000000,156.9,2.94,16147.5,587.96,140000000,1142.2,NA,NA,NA,GTY029 II 36C 10,ROIs,Object,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 10 03 m-35.csv,Mito 2,3,0.189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,690.06,955.56,813.76,129387.38,52.93,NA,NA,NA,NA,NA,73.37,29.97,1.1,GTY029 II 36C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 10 03 m-35.csv,Mito 11,12,0.351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,694.26,1526.5,1053.41,310756.56,203.71,NA,NA,NA,NA,NA,74.41,29.07,2.19,GTY029 II 36C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 10 03 m-35.csv,Mito 18,19,12.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,478.93,2262.92,1040.44,10827829,328.51,NA,NA,NA,NA,NA,71.41,30.35,2.66,GTY029 II 36C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 10 03 m-50.csv,ROIs 1,1,283.98,442,1053,620.61,148000000,67.14,188,3912,539.12,129000000,420.85,306.55,2262.92,627.37,150000000,156.9,2.94,16147.5,587.96,140000000,1142.2,NA,NA,NA,GTY029 II 36C 10,ROIs,Object,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 10 03 m-50.csv,Mito 1,2,0.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,671.41,955.56,795.8,212478.94,56.6,NA,NA,NA,NA,NA,73.37,29.98,0.978,GTY029 II 36C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 10 03 m-50.csv,Mito 3,4,0.0119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,623.4,805.92,704.01,7040.09,62.02,NA,NA,NA,NA,NA,72.61,30.81,0.6,GTY029 II 36C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 10 03 m-50.csv,Mito 8,9,0.451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,681.44,1616.95,1042.65,395164.94,203.74,NA,NA,NA,NA,NA,74.41,29.08,2.19,GTY029 II 36C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 10 03 m-50.csv,Mito 15,16,16.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448.27,2262.92,983.33,13245444,319.37,NA,NA,NA,NA,NA,71.43,30.33,2.76,GTY029 II 36C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 10 04 m-25.csv,ROIs 1,1,194.76,420,767,565.7,92531407,40.22,210,1507,377.93,61817338,124.03,330.87,1630.8,569.72,93188536,90.89,1.51,16479.22,402.83,65891284,536.25,NA,NA,NA,GTY029 II 36C 10,ROIs,Object,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 10 04 m-25.csv,Mito 5,6,0.447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,609.37,1197.83,874.32,327868.38,129.15,NA,NA,NA,NA,NA,42.59,3.94,1.85,GTY029 II 36C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 10 04 m-25.csv,Mito 12,13,0.0929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,626.08,1504.84,1037.16,80898.39,227.45,NA,NA,NA,NA,NA,36.58,3.47,2.12,GTY029 II 36C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 10 04 m-25.csv,Mito 19,20,0.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,492.39,1219.91,735.95,99353.76,166.52,NA,NA,NA,NA,NA,37.47,3.26,3.43,GTY029 II 36C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 10 04 m-25.csv,Mito 20,21,2.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,458.41,1549.2,817.25,1792228.5,161.06,NA,NA,NA,NA,NA,38.97,4.27,2.12,GTY029 II 36C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 10 04 m-35.csv,ROIs 1,1,194.76,420,767,565.7,92531407,40.22,210,1507,377.93,61817338,124.03,330.87,1630.8,569.72,93188536,90.89,1.51,16479.22,402.83,65891284,536.25,NA,NA,NA,GTY029 II 36C 10,ROIs,Object,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 10 04 m-35.csv,Mito 5,6,0.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,590.06,1229.86,863.73,387815.38,131.71,NA,NA,NA,NA,NA,42.6,3.93,1.83,GTY029 II 36C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 10 04 m-35.csv,Mito 16,17,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,492.39,1219.91,734.62,110927.17,162.08,NA,NA,NA,NA,NA,37.47,3.26,3.43,GTY029 II 36C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 10 04 m-35.csv,Mito 17,18,3.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,452.44,1549.2,817.51,2273483.25,165.66,NA,NA,NA,NA,NA,38.86,4.27,2.11,GTY029 II 36C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 10 04 m-50.csv,ROIs 1,1,194.76,420,767,565.7,92531407,40.22,210,1507,377.93,61817338,124.03,330.87,1630.8,569.72,93188536,90.89,1.51,16479.22,402.83,65891284,536.25,NA,NA,NA,GTY029 II 36C 10,ROIs,Object,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 10 04 m-50.csv,Mito 6,7,0.732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,555.64,1229.86,841.23,517354.03,134.44,NA,NA,NA,NA,NA,42.61,3.92,1.85,GTY029 II 36C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 10 04 m-50.csv,Mito 14,15,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,416.74,1549.2,798.55,3219740.25,164.31,NA,NA,NA,NA,NA,38.8,4.23,2.17,GTY029 II 36C 10,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 11 01 m-25.csv,ROIs 1,1,420.03,409,917,592.18,209000000,52.3,188,2446,443.37,156000000,277.06,316.96,2022.72,593.1,209000000,113.52,1e-6,15083.44,471.71,166000000,764.81,NA,NA,NA,GTY029 II 36C 11,ROIs,Object,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 11 01 m-25.csv,Mito 1,2,14.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434.86,2022.72,923.79,11154820,261.56,NA,NA,NA,NA,NA,10.64,58.49,2.26,GTY029 II 36C 11,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 11 01 m-35.csv,ROIs 1,1,420.03,409,917,592.18,209000000,52.3,188,2446,443.37,156000000,277.06,316.96,2022.72,593.1,209000000,113.52,1e-6,15083.44,471.71,166000000,764.81,NA,NA,NA,GTY029 II 36C 11,ROIs,Object,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 11 01 m-35.csv,Mito 8,9,16.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,421.19,2022.72,897.77,12705262,258.54,NA,NA,NA,NA,NA,10.65,58.5,2.32,GTY029 II 36C 11,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 11 01 m-35.csv,Mito 9,10,0.0452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,531.8,683.42,583.99,22191.52,38.07,NA,NA,NA,NA,NA,12.21,57.93,4.61,GTY029 II 36C 11,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 11 01 m-50.csv,ROIs 1,1,420.03,409,917,592.18,209000000,52.3,188,2446,443.37,156000000,277.06,316.96,2022.72,593.1,209000000,113.52,1e-6,15083.44,471.71,166000000,764.81,NA,NA,NA,GTY029 II 36C 11,ROIs,Object,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 11 01 m-50.csv,Mito 1,2,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,584.06,621.36,597.2,12541.18,11.41,NA,NA,NA,NA,NA,9.47,59.09,0,GTY029 II 36C 11,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 11 01 m-50.csv,Mito 7,8,0.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.93,663.17,541.63,60662.05,41.57,NA,NA,NA,NA,NA,9.59,56.59,3.91,GTY029 II 36C 11,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 11 01 m-50.csv,Mito 8,9,23.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,419.91,2022.72,839.45,16633702,251.2,NA,NA,NA,NA,NA,10.73,58.46,2.48,GTY029 II 36C 11,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 11 01 m-50.csv,Mito 9,10,0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,510.86,685.95,593.14,15421.57,45.2,NA,NA,NA,NA,NA,8.7,58.95,4.92,GTY029 II 36C 11,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 11 02 m-25.csv,ROIs 1,1,205.09,425,810,597.77,103000000,43.6,197,1256,321.87,55439819,84.36,361.84,1896.8,607.38,105000000,103.3,30.29,13474.49,339.93,58549956,409.41,NA,NA,NA,GTY029 II 36C 11,ROIs,Object,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 11 02 m-25.csv,Mito 2,3,0.857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,588.25,1896.8,871.89,627758.25,219.43,NA,NA,NA,NA,NA,66.22,43.23,2.66,GTY029 II 36C 11,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 11 02 m-25.csv,Mito 3,4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,643.74,1193.51,931.3,78229.14,147.98,NA,NA,NA,NA,NA,71.52,44.14,2.22,GTY029 II 36C 11,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 11 02 m-25.csv,Mito 4,5,0.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,451.82,1603.67,811.62,448014.31,216.75,NA,NA,NA,NA,NA,66.33,40.67,2.32,GTY029 II 36C 11,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 11 02 m-25.csv,Mito 5,6,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,512.79,1302.12,909.87,229287.53,176.38,NA,NA,NA,NA,NA,70.11,44.71,2.43,GTY029 II 36C 11,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 11 02 m-25.csv,Mito 6,7,0.722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,538.8,1474.95,878.47,532353.81,184.09,NA,NA,NA,NA,NA,67.65,42.94,2.56,GTY029 II 36C 11,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 11 02 m-35.csv,ROIs 1,1,205.09,425,810,597.77,103000000,43.6,197,1256,321.87,55439819,84.36,361.84,1896.8,607.38,105000000,103.3,30.29,13474.49,339.93,58549956,409.41,NA,NA,NA,GTY029 II 36C 11,ROIs,Object,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 11 02 m-35.csv,Mito 1,2,0.0238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,533.14,829.57,689.44,13788.83,73.92,NA,NA,NA,NA,NA,65.94,41.21,1.35,GTY029 II 36C 11,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 11 02 m-35.csv,Mito 2,3,0.0262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,575.04,727.12,661.86,14560.96,34.55,NA,NA,NA,NA,NA,66.73,41.52,1.53,GTY029 II 36C 11,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 11 02 m-35.csv,Mito 4,5,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,451.82,1620.11,806.09,548143.19,209.55,NA,NA,NA,NA,NA,66.38,40.69,2.25,GTY029 II 36C 11,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 11 02 m-35.csv,Mito 5,6,0.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,643.74,1193.51,917.55,90837.33,153.78,NA,NA,NA,NA,NA,71.53,44.13,2.26,GTY029 II 36C 11,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 11 02 m-35.csv,Mito 6,7,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,485,1302.12,898.95,279574.53,176.65,NA,NA,NA,NA,NA,70.11,44.71,2.43,GTY029 II 36C 11,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 11 02 m-35.csv,Mito 7,8,1.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,538.35,1896.8,862.66,1400103.25,202.3,NA,NA,NA,NA,NA,66.89,43.06,2.56,GTY029 II 36C 11,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 11 02 m-50.csv,ROIs 1,1,205.09,425,810,597.77,103000000,43.6,197,1256,321.87,55439819,84.36,361.84,1896.8,607.38,105000000,103.3,30.29,13474.49,339.93,58549956,409.41,NA,NA,NA,GTY029 II 36C 11,ROIs,Object,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 11 02 m-50.csv,Mito 2,3,2.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,520.94,1896.8,837.84,1895198.88,196.13,NA,NA,NA,NA,NA,66.88,43.02,2.52,GTY029 II 36C 11,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
