filename,Name,ID,Volume (µm³),Min (roGFP 470),Max (roGFP 470),Mean (roGFP 470),Sum (roGFP 470),Standard Deviation (roGFP 470),Min (mCherry double),Max (mCherry double),Mean (mCherry double),Sum (mCherry double),Standard Deviation (mCherry double),"Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))",Centroid X (µm),Centroid Y (µm),Centroid Z (µm),Item Name,Population,Type,Number of contained Mito,Compartment ROIs ID,"Min (roGFP 470 (DCI: 30 its, roGFP 470))","Max (roGFP 470 (DCI: 30 its, roGFP 470))","Mean (roGFP 470 (DCI: 30 its, roGFP 470))","Sum (roGFP 470 (DCI: 30 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 30 its, roGFP 470))","Min (mCherry double (DCI: 30 its, mCherry double))","Max (mCherry double (DCI: 30 its, mCherry double))","Mean (mCherry double (DCI: 30 its, mCherry double))","Sum (mCherry double (DCI: 30 its, mCherry double))","Standard Deviation (mCherry double (DCI: 30 its, mCherry double))","Min (mCherry double (DCI: 30 its, mCherry double) (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 30 its, mCherry double) (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 30 its, mCherry double) (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 30 its, mCherry double) (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 30 its, mCherry double) (DCI: 60 its, mCherry double))"
GTY029 II 36C 11 02 m-50.csv,Mito 3,4,0.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,591.58,1193.51,897.84,121207.76,152.27,NA,NA,NA,NA,NA,71.53,44.13,2.28,GTY029 II 36C 11,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 11 02 m-50.csv,Mito 4,5,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425.12,1620.11,775.03,877332.13,197.61,NA,NA,NA,NA,NA,66.38,40.81,2.06,GTY029 II 36C 11,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 11 02 m-50.csv,Mito 5,6,0.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,462.18,1302.12,878.48,356662.06,180.26,NA,NA,NA,NA,NA,70.09,44.71,2.47,GTY029 II 36C 11,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 11 03 m-25.csv,ROIs 1,1,543.33,417,975,587.2,268000000,53.61,183,2682,355.29,162000000,244.28,332.98,1967.41,585.02,267000000,105.76,1e-6,11406.49,365.14,167000000,560.96,NA,NA,NA,GTY029 II 36C 11,ROIs,Object,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 11 03 m-25.csv,Mito 7,8,11.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436.95,1967.41,909.67,8831042,268.47,NA,NA,NA,NA,NA,12.59,5.48,2.79,GTY029 II 36C 11,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 11 03 m-35.csv,ROIs 1,1,543.33,417,975,587.2,268000000,53.61,183,2682,355.29,162000000,244.28,332.98,1967.41,585.02,267000000,105.76,1e-6,11406.49,365.14,167000000,560.96,NA,NA,NA,GTY029 II 36C 11,ROIs,Object,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 11 03 m-35.csv,Mito 3,4,13.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428.89,1967.41,889.72,10044970,263.96,NA,NA,NA,NA,NA,12.61,5.48,2.81,GTY029 II 36C 11,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 11 03 m-50.csv,ROIs 1,1,543.33,417,975,587.2,268000000,53.61,183,2682,355.29,162000000,244.28,332.98,1967.41,585.02,267000000,105.76,1e-6,11406.49,365.14,167000000,560.96,NA,NA,NA,GTY029 II 36C 11,ROIs,Object,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 11 03 m-50.csv,Mito 6,7,17.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,427.46,1967.41,848.1,12587504,254.24,NA,NA,NA,NA,NA,12.64,5.5,2.91,GTY029 II 36C 11,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 12 01 m-25.csv,ROIs 1,1,297.83,428,711,560.06,140000000,33.87,183,1550,321.48,80411689,128.83,302.17,1412.82,562.41,141000000,74.77,1e-6,9975.17,334.54,83679752,402.87,NA,NA,NA,GTY029 II 36C 12,ROIs,Object,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 12 01 m-25.csv,Mito 1,2,5.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445.6,1412.82,695.27,3041804.25,94.91,NA,NA,NA,NA,NA,34.39,50.13,1.67,GTY029 II 36C 12,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 12 01 m-25.csv,Mito 7,8,0.169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,495.71,877.35,657.19,93320.69,77.35,NA,NA,NA,NA,NA,28.95,52.19,2.49,GTY029 II 36C 12,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 12 01 m-25.csv,Mito 9,10,0.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,475.89,770.37,610.06,70767.45,69.05,NA,NA,NA,NA,NA,32.31,50.36,2.83,GTY029 II 36C 12,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 12 01 m-35.csv,ROIs 1,1,297.83,428,711,560.06,140000000,33.87,183,1550,321.48,80411689,128.83,302.17,1412.82,562.41,141000000,74.77,1e-6,9975.17,334.54,83679752,402.87,NA,NA,NA,GTY029 II 36C 12,ROIs,Object,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 12 01 m-35.csv,Mito 1,2,0.0202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,595.08,748.42,690.04,11730.76,35.7,NA,NA,NA,NA,NA,33.81,48.08,1.27,GTY029 II 36C 12,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 12 01 m-35.csv,Mito 8,9,5.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445.6,1412.82,690.23,3459412.5,96.13,NA,NA,NA,NA,NA,34.38,50.12,1.65,GTY029 II 36C 12,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 12 01 m-35.csv,Mito 9,10,0.194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,495.71,877.35,655.75,106887.56,77.8,NA,NA,NA,NA,NA,28.94,52.2,2.47,GTY029 II 36C 12,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 12 01 m-35.csv,Mito 11,12,0.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,475.89,770.37,611.78,93601.88,69.57,NA,NA,NA,NA,NA,32.32,50.36,2.82,GTY029 II 36C 12,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 12 01 m-50.csv,ROIs 1,1,297.83,428,711,560.06,140000000,33.87,183,1550,321.48,80411689,128.83,302.17,1412.82,562.41,141000000,74.77,1e-6,9975.17,334.54,83679752,402.87,NA,NA,NA,GTY029 II 36C 12,ROIs,Object,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 12 01 m-50.csv,Mito 2,3,0.0536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,577.31,760.53,690.26,31061.58,44.98,NA,NA,NA,NA,NA,33.81,48.08,1.25,GTY029 II 36C 12,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 12 01 m-50.csv,Mito 4,5,0.0167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,579.97,674.47,634.6,8884.37,27.39,NA,NA,NA,NA,NA,34.96,51.44,1.14,GTY029 II 36C 12,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 12 01 m-50.csv,Mito 10,11,7.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445.6,1412.82,678.53,4396863.5,96.26,NA,NA,NA,NA,NA,34.35,50.11,1.6,GTY029 II 36C 12,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 12 01 m-50.csv,Mito 11,12,0.246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,495.71,877.35,653.85,135347.38,78.99,NA,NA,NA,NA,NA,28.94,52.2,2.46,GTY029 II 36C 12,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 12 01 m-50.csv,Mito 12,13,0.266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,475.89,829.86,612.89,136674.8,73.45,NA,NA,NA,NA,NA,32.32,50.36,2.83,GTY029 II 36C 12,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 12 01 m-50.csv,Mito 14,15,0.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448.41,698.72,551.8,205822.89,48.57,NA,NA,NA,NA,NA,34.54,50.15,4.85,GTY029 II 36C 12,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 12 02 m-25.csv,ROIs 1,1,181.71,425,694,550.9,84070474,31.55,187,1146,291.76,44524814,83.97,298.14,961.83,550.36,83989296,70.08,3.58,8233.79,303.06,46248444,312.72,NA,NA,NA,GTY029 II 36C 12,ROIs,Object,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 12 02 m-25.csv,Mito 6,7,2.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397.6,953.14,675.08,1373796.5,90.37,NA,NA,NA,NA,NA,63.53,22.83,2.02,GTY029 II 36C 12,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 12 02 m-35.csv,ROIs 1,1,181.71,425,694,550.9,84070474,31.55,187,1146,291.76,44524814,83.97,298.14,961.83,550.36,83989296,70.08,3.58,8233.79,303.06,46248444,312.72,NA,NA,NA,GTY029 II 36C 12,ROIs,Object,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 12 02 m-35.csv,Mito 7,8,2.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385.68,953.14,670.08,1609533.13,90.99,NA,NA,NA,NA,NA,63.54,22.82,1.99,GTY029 II 36C 12,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 12 02 m-50.csv,ROIs 1,1,181.71,425,694,550.9,84070474,31.55,187,1146,291.76,44524814,83.97,298.14,961.83,550.36,83989296,70.08,3.58,8233.79,303.06,46248444,312.72,NA,NA,NA,GTY029 II 36C 12,ROIs,Object,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 12 02 m-50.csv,Mito 1,2,0.0119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,544.62,579.99,558.27,5582.7,10.54,NA,NA,NA,NA,NA,63.69,22,0.3,GTY029 II 36C 12,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 12 02 m-50.csv,Mito 7,8,3.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358.01,953.14,663.95,2106720,90.21,NA,NA,NA,NA,NA,63.56,22.78,1.94,GTY029 II 36C 12,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 12 03 m-25.csv,ROIs 1,1,212.11,431,739,548.31,97678082,30.8,191,670,261.97,46668326,36.14,311.98,1404.71,548.55,97721072,69.66,83.16,3807.57,265.09,47223688,116.25,NA,NA,NA,GTY029 II 36C 12,ROIs,Object,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 12 03 m-25.csv,Mito 5,6,0.787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404.24,894.32,656.56,433982.91,93.31,NA,NA,NA,NA,NA,63.08,15.82,2.26,GTY029 II 36C 12,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 12 03 m-35.csv,ROIs 1,1,212.11,431,739,548.31,97678082,30.8,191,670,261.97,46668326,36.14,311.98,1404.71,548.55,97721072,69.66,83.16,3807.57,265.09,47223688,116.25,NA,NA,NA,GTY029 II 36C 12,ROIs,Object,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 12 03 m-35.csv,Mito 5,6,1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404.24,894.32,648.85,606021.63,89.67,NA,NA,NA,NA,NA,63.07,15.78,2.22,GTY029 II 36C 12,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 12 03 m-50.csv,ROIs 1,1,212.11,431,739,548.31,97678082,30.8,191,670,261.97,46668326,36.14,311.98,1404.71,548.55,97721072,69.66,83.16,3807.57,265.09,47223688,116.25,NA,NA,NA,GTY029 II 36C 12,ROIs,Object,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 12 03 m-50.csv,Mito 9,10,1.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,377.16,894.32,639.67,916001.75,84.71,NA,NA,NA,NA,NA,63.06,15.78,2.19,GTY029 II 36C 12,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 12 04 m-25.csv,ROIs 1,1,254.47,417,679,545.94,117000000,30.8,191,611,259.6,55480232,26.96,308.09,1177.26,548.14,117000000,66.04,74.2,3154.73,263.53,56320908,97.65,NA,NA,NA,GTY029 II 36C 12,ROIs,Object,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 12 04 m-25.csv,Mito 2,3,0.0357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,584.28,711.39,639.61,19188.33,31.21,NA,NA,NA,NA,NA,36.97,10.62,1.72,GTY029 II 36C 12,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 12 04 m-25.csv,Mito 3,4,0.0262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,519.61,705.08,585.29,12876.27,43.89,NA,NA,NA,NA,NA,45.25,10.66,1.94,GTY029 II 36C 12,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 12 04 m-25.csv,Mito 4,5,0.448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,446.34,837.16,605.7,227742.47,76.97,NA,NA,NA,NA,NA,37.72,9.65,2.35,GTY029 II 36C 12,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 12 04 m-25.csv,Mito 8,9,0.0595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460.23,799.1,587.92,29396.12,74.24,NA,NA,NA,NA,NA,38.81,9.22,2.82,GTY029 II 36C 12,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 12 04 m-25.csv,Mito 10,11,0.0238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386.79,628.65,509.98,10199.63,78.9,NA,NA,NA,NA,NA,41.21,11.01,3.11,GTY029 II 36C 12,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 12 04 m-35.csv,ROIs 1,1,254.47,417,679,545.94,117000000,30.8,191,611,259.6,55480232,26.96,308.09,1177.26,548.14,117000000,66.04,74.2,3154.73,263.53,56320908,97.65,NA,NA,NA,GTY029 II 36C 12,ROIs,Object,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 12 04 m-35.csv,Mito 2,3,0.0238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,551.23,678.35,603.5,12069.92,41.72,NA,NA,NA,NA,NA,39.52,12.33,1.38,GTY029 II 36C 12,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 12 04 m-35.csv,Mito 3,4,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,533.32,723.14,633.18,29759.53,42.92,NA,NA,NA,NA,NA,36.97,10.62,1.77,GTY029 II 36C 12,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 12 04 m-35.csv,Mito 4,5,0.0381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,519.61,727.97,588.5,18832.13,50.06,NA,NA,NA,NA,NA,45.25,10.66,1.93,GTY029 II 36C 12,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 12 04 m-35.csv,Mito 6,7,0.579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,424.86,837.16,609.48,296205.75,76.65,NA,NA,NA,NA,NA,37.72,9.66,2.35,GTY029 II 36C 12,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 12 04 m-35.csv,Mito 10,11,0.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460.23,799.1,603.18,53079.84,72.22,NA,NA,NA,NA,NA,38.81,9.22,2.8,GTY029 II 36C 12,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 12 04 m-35.csv,Mito 12,13,0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386.79,628.65,510.87,13282.7,72.39,NA,NA,NA,NA,NA,41.21,11.01,3.07,GTY029 II 36C 12,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 12 04 m-50.csv,ROIs 1,1,254.47,417,679,545.94,117000000,30.8,191,611,259.6,55480232,26.96,308.09,1177.26,548.14,117000000,66.04,74.2,3154.73,263.53,56320908,97.65,NA,NA,NA,GTY029 II 36C 12,ROIs,Object,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 12 04 m-50.csv,Mito 3,4,0.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,527.7,705.05,602.02,51172.02,43.36,NA,NA,NA,NA,NA,39.62,12.4,1.47,GTY029 II 36C 12,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 12 04 m-50.csv,Mito 5,6,0.0738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,519.61,727.97,611.57,37917.08,53.43,NA,NA,NA,NA,NA,45.25,10.66,1.96,GTY029 II 36C 12,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 12 04 m-50.csv,Mito 6,7,0.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,483.7,744.86,619.41,58844,57.03,NA,NA,NA,NA,NA,36.97,10.61,1.83,GTY029 II 36C 12,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 12 04 m-50.csv,Mito 8,9,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,418.63,837.16,606.92,569294.19,78.69,NA,NA,NA,NA,NA,37.96,9.55,2.46,GTY029 II 36C 12,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 12 04 m-50.csv,Mito 13,14,0.0643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386.79,686.13,518.65,28007.13,70.14,NA,NA,NA,NA,NA,41.21,11,3.03,GTY029 II 36C 12,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 13 01 m-25.csv,ROIs 1,1,305.28,432,1063,610.37,156000000,70.42,193,3276,534.62,137000000,437.17,251.76,2483.31,613.78,157000000,177.05,1e-6,16405.38,574.56,147000000,1059.87,NA,NA,NA,GTY029 II 36C 13,ROIs,Object,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 13 01 m-25.csv,Mito 2,3,15.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408.55,2483.31,1092.02,14344833,372.04,NA,NA,NA,NA,NA,23.4,21.86,2.36,GTY029 II 36C 13,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 13 01 m-35.csv,ROIs 1,1,305.28,432,1063,610.37,156000000,70.42,193,3276,534.62,137000000,437.17,251.76,2483.31,613.78,157000000,177.05,1e-6,16405.38,574.56,147000000,1059.87,NA,NA,NA,GTY029 II 36C 13,ROIs,Object,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 13 01 m-35.csv,Mito 2,3,18.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408.55,2483.31,1043.74,16227099,366.36,NA,NA,NA,NA,NA,23.38,21.87,2.4,GTY029 II 36C 13,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 13 01 m-50.csv,ROIs 1,1,305.28,432,1063,610.37,156000000,70.42,193,3276,534.62,137000000,437.17,251.76,2483.31,613.78,157000000,177.05,1e-6,16405.38,574.56,147000000,1059.87,NA,NA,NA,GTY029 II 36C 13,ROIs,Object,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 13 01 m-50.csv,Mito 4,5,24.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367.91,2483.31,967.05,19792636,355.19,NA,NA,NA,NA,NA,23.35,21.9,2.53,GTY029 II 36C 13,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 13 02 m-25.csv,ROIs 1,1,406.58,435,1117,631.09,215000000,85.58,186,3065,513.56,175000000,411.53,233.58,2520.17,626.01,214000000,178.94,0.662,15051.45,533.9,182000000,887.62,NA,NA,NA,GTY029 II 36C 13,ROIs,Object,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 13 02 m-25.csv,Mito 3,4,0.174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,437.35,1515,785.44,114674.23,223.73,NA,NA,NA,NA,NA,43.35,59.3,3.13,GTY029 II 36C 13,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 13 02 m-25.csv,Mito 4,5,16.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,383.97,2520.17,1097.65,15014748,325.89,NA,NA,NA,NA,NA,42.71,61.57,2.84,GTY029 II 36C 13,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 13 02 m-35.csv,ROIs 1,1,406.58,435,1117,631.09,215000000,85.58,186,3065,513.56,175000000,411.53,233.58,2520.17,626.01,214000000,178.94,0.662,15051.45,533.9,182000000,887.62,NA,NA,NA,GTY029 II 36C 13,ROIs,Object,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 13 02 m-35.csv,Mito 3,4,0.199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,437.35,1617.62,782.92,130747.82,234.69,NA,NA,NA,NA,NA,43.35,59.3,3.16,GTY029 II 36C 13,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 13 02 m-35.csv,Mito 4,5,18.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315.25,2520.17,1069.18,17044836,323.81,NA,NA,NA,NA,NA,42.71,61.56,2.82,GTY029 II 36C 13,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 13 02 m-35.csv,Mito 5,6,0.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,779.77,1044.39,927.97,78877.23,77.36,NA,NA,NA,NA,NA,43.1,61.27,6,GTY029 II 36C 13,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 36C 13 02 m-50.csv,ROIs 1,1,406.58,435,1117,631.09,215000000,85.58,186,3065,513.56,175000000,411.53,233.58,2520.17,626.01,214000000,178.94,0.662,15051.45,533.9,182000000,887.62,NA,NA,NA,GTY029 II 36C 13,ROIs,Object,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
