filename,RawCellIntDen,RawCellMean,CellVolume_um3,ItemName,RawMitoIntDen,RawMitoMean,MitoVolume_um3,ExtracellularBackground,CellIntDenCorr,MitoIntDenCorr,FractionInMito,MitoMeanCorr,MitoThresh,Temp
GTY029 II 25C 10 01 m-35.csv,86452856,656.06,156.9,GTY029 II 25C 10,2276803.91,1064.9190373280944,2.545,528.35,16828503.40136053,1146861.6780045354,0.06814995075033323,536.5690373280944,-35,25
GTY029 II 25C 10 01 m-50.csv,86452856,656.06,156.9,GTY029 II 25C 10,2965117.69,1035.6637147887325,3.408,528.35,16828503.40136053,1452024.1370622325,0.08628361669670762,507.31371478873245,-50,25
GTY029 II 25C 10 02 m-25.csv,142000000,696.36,242.77,GTY029 II 25C 10,3355715.73,942.7904173543976,4.241,528.35,34255301.6712858,1476141.6057781137,0.04309235457749526,414.4404173543976,-25,25
GTY029 II 25C 10 02 m-35.csv,142000000,696.36,242.77,GTY029 II 25C 10,3856499.45,933.5548405443835,4.923,528.35,34255301.6712858,1675336.7178970354,0.0489073701342228,405.2048405443835,-35,25
GTY029 II 25C 10 02 m-50.csv,142000000,696.36,242.77,GTY029 II 25C 10,4887180.67,920.5105951250396,6.318,528.35,34255301.6712858,2080852.137398169,0.06074540394844704,392.16059512503955,-50,25
GTY029 II 25C 10 03 m-25.csv,105000000,699.03,179.61,GTY029 II 25C 10,3033232.15,1324.0041800878478,2.7319999999999998,528.35,25746060.972537156,1825587.6543209876,0.07090745478573628,795.6541800878477,-25,25
GTY029 II 25C 10 03 m-35.csv,105000000,699.03,179.61,GTY029 II 25C 10,3370141.17,1284.8385540237257,3.1189999999999998,528.35,25746060.972537156,1981597.211724196,0.07696700531541228,756.4885540237257,-35,25
GTY029 II 25C 10 03 m-50.csv,105000000,699.03,179.61,GTY029 II 25C 10,3981955.42,1227.4779502461777,3.859,528.35,25746060.972537156,2265839.220626522,0.08800721877585276,699.1279502461776,-50,25
GTY029 II 25C 10 04 m-25.csv,152000000,749.35,241.52,GTY029 II 25C 10,5042364.38,1037.7354883318928,5.785,528.35,44827345.25909129,2474842.57159654,0.05520832334131197,509.3854883318928,-25,25
GTY029 II 25C 10 04 m-35.csv,152000000,749.35,241.52,GTY029 II 25C 10,5734153.0600000005,1033.9265097623734,6.607,528.35,44827345.25909129,2805361.552028219,0.06258147868926664,505.57650976237335,-35,25
GTY029 II 25C 10 04 m-50.csv,152000000,749.35,241.52,GTY029 II 25C 10,7251465.75,1026.6846254458976,8.41,528.35,44827345.25909129,3519773.410598806,0.07851844427224859,498.3346254458976,-50,25
GTY029 II 25C 10 05 m-25.csv,166000000,755.31,261.52,GTY029 II 25C 10,4250491.28,1100.3601340517523,4.6027000000000005,528.35,49848475.01469722,2211128.7847484676,0.044356999569125095,572.0101340517523,-25,25
