filename,ItemName,CellMin,CellMean,CellSD,ExtracellularBackground,RawMitoMean,MitoVolume_um3,RawMitoSD,MitoMeanCorr,CellMeanCorr,MitoLoc,MitoThresh,Temp
GTY030 I 25C 11 02 m-35.csv,GTY030 I 25C 11,308.57,597.94,199.48,540.64,815.9681692056583,3.676,320.3769749727965,275.32816920565836,57.30000000000007,4.805029130988796,-35,25
GTY030 I 25C 11 02 m-50.csv,GTY030 I 25C 11,308.57,597.94,199.48,540.64,807.2808294142797,4.678,318.5525480974776,266.64082941427966,57.30000000000007,4.65341761630505,-50,25
GTY030 I 25C 11 03 m-25.csv,GTY030 I 25C 11,302.84,580.71,128.84,540.64,724.0271020228671,2.274,119.99496042216359,183.3871020228671,40.07000000000005,4.5766683809050885,-25,25
GTY030 I 25C 11 03 m-35.csv,GTY030 I 25C 11,302.84,580.71,128.84,540.64,718.8216722037652,2.709,127.93437799926171,178.18167220376517,40.07000000000005,4.446759975137633,-35,25
GTY030 I 25C 11 03 m-50.csv,GTY030 I 25C 11,302.84,580.71,128.84,540.64,712.244220979021,3.575,131.87671328671328,171.60422097902097,40.07000000000005,4.2826109553037375,-50,25
GTY030 I 25C 11 04 m-25.csv,GTY030 I 25C 11,295.3,610.46,259.42,540.64,797.6644544738596,3.3014,205.28727388380688,257.0244544738596,69.82000000000005,3.681243976995981,-25,25
GTY030 I 25C 11 04 m-35.csv,GTY030 I 25C 11,295.3,610.46,259.42,540.64,790.9472034564022,3.819,205.45801780570832,250.30720345640225,69.82000000000005,3.585035855863679,-35,25
GTY030 I 25C 11 04 m-50.csv,GTY030 I 25C 11,295.3,610.46,259.42,540.64,782.740270156184,4.738,206.72534402701558,242.10027015618402,69.82000000000005,3.4674916951616135,-50,25
GTY030 I 25C 11 05 m-25.csv,GTY030 I 25C 11,282.23,628.18,241.21,540.64,801.5211877111487,3.7887999999999997,155.58135663006757,260.88118771114875,87.53999999999996,2.980136939812073,-25,25
GTY030 I 25C 11 05 m-35.csv,GTY030 I 25C 11,282.23,628.18,241.21,540.64,797.8732753109981,4.3489,165.12451539469748,257.2332753109981,87.53999999999996,2.9384655621544233,-35,25
GTY030 I 25C 11 05 m-50.csv,GTY030 I 25C 11,282.23,628.18,241.21,540.64,786.0659564369549,5.4358,167.3644339379668,245.42595643695495,87.53999999999996,2.803586434052491,-50,25
GTY030 I 25C 11 06 m-25.csv,GTY030 I 25C 11,46.71,636.69,708.77,540.64,790.3167590745911,5.014,240.06452532907858,249.67675907459113,96.05000000000007,2.5994456957271312,-25,25
GTY030 I 25C 11 06 m-35.csv,GTY030 I 25C 11,46.71,636.69,708.77,540.64,795.0859915838482,5.584499999999999,326.9587545885935,254.44599158384824,96.05000000000007,2.6490993397589593,-35,25
